id,comment1_problem,comment1_solution_verb,comment1_solution_obj,comment2_problem,comment2_solution_verb,comment2_solution_obj,comment3_problem,comment3_solution_verb,comment3_solution_obj,comment4_problem,comment4_solution_verb,comment4_solution_obj,comment5_problem,comment5_solution_verb,comment5_solution_obj,comment6_problem,comment6_solution_verb,comment6_solution_obj,comment7_problem,comment7_solution_verb,comment7_solution_obj
2271,font size,increase,font size,button,make,unknown,look,consider,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2272,text block,ensure,unknown,unknown,remove,unnecessary element,element,align,element,most important information,use,"different font size , color , and",unknown,remove,unnecessary element,unknown,unknown,unknown,unknown,unknown,unknown
2273,copyright text,adjust,alignment,section,add,line or visual divider,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2274,text,increase,font size,unknown,remove,few element,text,increase,font size,unknown,remove,unnecessary element,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2275,text,change,color,text,increase,font size and weight,back button size,increase,back button size,unknown,add,search bar,unknown,add,button,text,increase,text,unknown,unknown,unknown
2276,unknown,unknown,unknown,51.98 GB text,remove,51.98 GB text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2277,text,make,unknown,unknown,unknown,unknown,header section and body section,increase,background color contrast,unknown,unknown,unknown,51.98 GB text,remove,51.98 GB text,please choose,make,please choose,unknown,unknown,unknown
2278,cross button,enlarge,cross button,background,choose,different font color,next button,increase,size,app 's design,consider,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2279,unknown,relocate,next button,head font size,increase,font size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2280,next button,change,color,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2281,navigation bar,ensure,clear spacing and visual hierarchy,navigation,make,navigation,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2282,unknown,reduce,space,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2283,font,increase,size,button,utilize,entire space,look,use,other color be pleasing,color,change,color,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2284,login text,increase,text font size,background,choose,different color,highlight button,increase,contrast,Next button,ensure,unknown,app design,enhance,visual aesthetic,unknown,unknown,unknown,unknown,unknown,unknown
2285,unknown,increase,color contrast,text size,increase,text size,Next button locate,consider,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2286,text,establish,base font size be large enough to be easily read,text,establish,base font size be large enough to be easily read,text color,try,unknown,text color,try,unknown,unknown,match,password icon 's color,unknown,unknown,unknown,unknown,unknown,unknown
2287,unknown,increase,contrast,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2288,Menu option,enlarge,Menu button/ option,unknown,consider,unknown,Go,increase,size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2289,menu button,adjust,color or styling,unknown,unknown,unknown,unknown,proofread,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2290,design,implement,back icon,layout,declutter,layout,multitude,streamline,design,layout,use,more organized layout,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2291,icon / button,redesign,icon / button,icon,add,icon,unknown,consider,unknown,text,use,large font size,back button,add,back button,color,use,more muted color scheme and more organized layout,font,use,large font size and more white space
2292,layout,use,more organized layout,unknown,simplify,layout,functionality,clarify,button icon,unknown,streamline,layout,button,increase,space,unknown,unknown,unknown,unknown,unknown,unknown
2293,text ( manage card,increase,font size and weight,text,change,color,back button size,increase,back button size,unknown,add,button,font,use,large font size and more white space,icon,use,large icon,unknown,unknown,unknown
2294,back button,enlarge,back button,text font size,increase,text font size,unknown,remove,redundant or non-essential content,color,use,more muted color scheme and more organized layout,font,use,large font size and more white space,layout,use,more organized layout and group related element,app,simplify,app
2295,unknown,use,similar icon,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2296,menu,adjust,placement,unknown,unknown,unknown,unknown,add,header label,color and typography,standardize,color and typography,UI,reorganize,UI,unknown,unknown,unknown,unknown,unknown,unknown
2297,omission,add,relevant icon enhance user understanding,unknown,prioritize,"logical , hierarchical ui",UI,reorganize,UI,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2298,menu,consider,unknown,icon / button,explain,purpose,color and typography,standardize,color and typography,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2299,menu button and profile section,ensure,unknown,unknown,add,"designate button , such",unknown,ensure,unknown,text,increase,text,image,align,image,unknown,unknown,unknown,unknown,unknown,unknown
2300,icon,resize,icon,menu option,ensure,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2301,unknown,add,appropriate icon and navigation button,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2302,unknown,unknown,unknown,lack,add,well-place three-dot icon,text,increase,text size,unknown,streamline,layout,font,use,large font size and more white space Bounding Box,layout,use,more organized layout,unknown,unknown,unknown
2303,icon,consider,unknown,icon,use,large icon,font,use,large font size and more white space,font,use,large font size and more white space,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2304,font,use,large font size and more white space,unknown,reorganize,layout,font,use,large font size and more white space,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2305,small font and dense text,increase,font size,ad section,increase,unknown,design,adjust,element 's positioning,font,use,large font size and more white space,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2306,back button,enlarge,back button,app icon,enlarge,app icon,background,choose,different font color,background,choose,different font color,color,use,more muted color scheme and more organized layout,unknown,unknown,unknown,unknown,unknown,unknown
2307,background,choose,background provide well contrast,top part,use,"same design language , such",font,use,large font size and more white space,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2308,slide bar,move,slide bar,unknown,unknown,unknown,visual hierarchy,organize,element,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2309,icon,adjust,positioning,icon,adjust,positioning,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2310,icon,make,size,unknown,omit,element,unknown,change,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2311,text,increase,font size and weight,text,change,color,hamburger menu icon size,increase,Icon/ bar size,unknown,add,button,unknown,add,button,text,use,large font size,language,be,phrase Choose starting point
2312,font,make,unknown,language,be,phrase Choose starting point,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2313,unknown,include,map,leave,be,element only go,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2314,text,increase,font size and weight,text,change,color,unknown,redesign,unknown,image,replace,image,Log,try,unknown,unknown,try,unknown,unknown,unknown,unknown
2315,text,adjust,text size,log,adjust,button\ 's styling,design,implement,back icon,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2316,text,increase,text,color use,change,color use,unknown,try,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2317,text,increase,font size and weight,text,change,color,unknown,try,unknown,unknown,use,same font size and weight,language use,revise,language,unknown,unknown,unknown,unknown,unknown,unknown
2318,text size,increase,text size,password locker icon,increase,color contrast,checkbox size,increase,checkbox size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2319,abundance,have,appropriate spacing,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2320,News App,adjust,color,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2321,unknown,unknown,unknown,unknown,add,image / content,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2322,icon / image,change,icon/ image be relevant,design,try,unknown,unknown,organize,layout,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2323,text,leave,text,unknown,unknown,unknown,text,leave,text,agree button,emphasize,agree button,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2324,various element,align,element,unknown,ensure,unknown,unknown,unknown,unknown,unknown,unknown,unknown,text,leave,text,agree button,emphasize,agree button,unknown,unknown,unknown
2325,element,leave,text,navigate bar,overlap,navigate bar,text,leave,text,interface,simplify,interface,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2326,unknown,unknown,unknown,unknown,consider,unknown,absence,integrate,miss icon,absence,integrate,prominent search icon,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2327,unknown,reposition,text element,absence,add,next button,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2328,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2329,text,increase,font size and weight,text,change,color,back button size,increase,back button size,unknown,add,button,unknown,redesign,unknown,text,increase,text,design,revise,design
2330,unknown,unknown,unknown,image,replace,blurry image,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2331,text,increase,font size,text,increase,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2332,Menu button,increase,Menu button,unknown,enlarge,unknown,unknown,introduce,back button,amount,consider,unknown,highlight button,apply,visual effect such,design,improve,design,unknown,unknown,unknown
2333,unknown,ensure,unknown,icon,add,icon,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2334,button INSTALL .,increase,contrast,text,make,unknown,look,add,visual element such,design,improve,design,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2335,design,implement,back icon,element Skip,add,border,unknown,add,title,lack,add,well-place three-dot icon,lack,introduce,contrast background color or shade,Confirm Country and Language pop,redesign,pop,unknown,unknown,unknown
2336,unknown,relocate,Confirm country and language text,back button,add,back button,use,consider,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2337,background,choose,background provide well contrast,expect standard,need,redesign,Confirm Country and Language pop,redesign,pop,Confirm Country and Language pop,redesign,pop,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2338,text font size,consider,unknown,unknown,make,unknown,dark background and lack,use,light background color,use,use,light background color,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2339,dark theme,adjust,color scheme,icon and font,increase,font width,dark background and lack,use,light background color,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2340,lack,use,light background color,username and password field,be,empty Bounding Box,dark background and lack,use,light background color,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2341,text,increase,font size and weight,text,change,color,back button size,increase,back button size,unknown,add,button,unknown,redesign,unknown,unknown,be,call,unknown,unknown,unknown
2342,text,increase,contrast,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2343,font weight,increase,font weight,text,increase,text,text,increase,font size and weight,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2344,text,increase,text,heading,consider,unknown,text,use,consistent paragraph space,font size,increase,font size,font color,use,dark font color,unknown,unknown,unknown,unknown,unknown,unknown
2345,font style use,consider,unknown,text,increase,contrast,font color,use,dark font color,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2346,heavily decorative font,be,font,user,ensure,unknown,font type and choice,try,unknown,line,try,unknown,font color,use,dark font color,unknown,unknown,unknown,unknown,unknown,unknown
2347,unknown,increase,text contrast and size,text,enlarge,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2348,text font size,increase,text font size,button,enlarge,size,background,choose,different contrast background,plus sing,increase,size,app 's appearance,redesign,interface,text,enlarge,text,color,tone,color
2349,unknown,try,unknown,text,enlarge,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2350,text font size,increase,text font size,text,enlarge,text,unknown,unknown,unknown,text,increase,font size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2351,font size,decrease,button size,unknown,add,icon/ label,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2352,font weight,increase,font weight,text,increase,text,text,increase,font size,unknown,try,unknown,text,change,text color,unknown,unknown,unknown,unknown,unknown,unknown
2353,text,increase,text,back button,add,back button,image,reduce,image,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2354,text color,ncrease,contrast,layout,add,back icon,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2355,text,choose,different color,call,make,call,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2356,text,increase,size,text font size,increase,text font size,unknown,consider,unknown,text,increase,text,unknown,remove,unknown,Change Log text,make,Change Log text,unknown,unknown,unknown
2357,unknown,consider,unknown,Ok button,consider,unknown,heading and subheading,align,heading,text,increase,text,ok button,align,ok button,unknown,unknown,unknown,unknown,unknown,unknown
2358,ok button,align,ok button,last paragraph text,adjust,position,ok button,align,ok button,Change Log text and ok,make,Change Log text and ok button,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2359,back button,make,back button darker,navigation bar/ button,enlarge,navigation bar/ button,text font size,increase,text font size,theme,increase,size,interface,declutter,interface,text,increase,text,design,simplify,design
2360,tab,increase,contrast,theme,optimize,loading process,design,simplify,design,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2361,layout,use,clean and more minimalist layout,color scheme,tone,color scheme,unknown,add,image / content,text,increase,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2362,unknown,implement,universally recognize,unknown,add,title,text field,add,contrast border,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2363,back button,add,back button,unknown,incorporate,descriptive heading succinctly summarize content or indicate section 's purpose,ok button,rename,ok button,name field,change,label,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2364,font size,increase,font size,unknown,try,unknown,unknown,try,unknown,name field,change,label,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2365,text,change,text,lack,consider,unknown,element occupy similar position,give,element occupy similar position,section,treat,section,UI,make,UI,UI,be,font,unknown,unknown,unknown
2366,unknown,change,font color,unknown,change,font color,text,increase,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2367,music app,incorporate,playlist or queue functionality,unknown,show,"artist name , album title , and song title",background color,adjust,either background color,text,increase,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2368,text,increase,font size and weight,text,change,color,page,redesign,page,back and set button,change,button color,unknown,add,sub section,unknown,be,different color,text,increase,text
2369,font color,change,font color,text,make,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2370,unknown,unknown,unknown,unknown,remove,unnecessary gap,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2371,unknown,move,text,current login page design,consider,unknown,button,be,same size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2372,Login button,increase,size,text font size,increase,text font size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2373,border color,choose,border color complement background and text color while maintain good contrast,button,increase,spacing,color,change,color,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2374,element,align,element,text,improve,user interaction and clarity,text,translate,text,element,align,element,unknown,simplify,design,unknown,simplify,design,element occupy similar position,revise,design
2375,text font size,increase,text font size,highlight button,enlarge,button,Navigation bar,enlarge,Navigation bar,"highlighted icon , flag and message",enlarge,unknown,unknown,remove,unknown,unknown,simplify,design,design,revise,design
2376,uneven space,maintain,consistent spacing,unknown,simplify,design,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2377,text,consider,unknown,navigation,simplify,navigation,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2378,unknown,add,view,font style,utilize,consistent font style,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2379,label new & special,increase,font size,font,increase,font size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2380,back button,enlarge,back button,text font size,increase,text font size,highlighted button,enlarge,button,text,increase,text font size,highlight button,increase,spacing,text,increase,font size,unknown,unknown,unknown
2381,button and other element,consider,unknown,unknown,consider,unknown,Interested,align,Interested,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2382,text,unknown,unknown,next step call,resize,next step call,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2383,content,add,margin or padding,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2384,icon and head select photo,gallery,heading,title,add,appropriate color contrast,text,change,font weight and color,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2385,unknown,remove,camera icon,unknown,have,indication,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2386,back button,enlarge,back button,text,increase,text font size,app,consider,unknown,text,use,more readable font size and color scheme,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2387,back button and digit,ensure,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2388,unknown,consider,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2389,Upgrade button,align,Upgrade button,unknown,remove,unknown,Upgrade button,align,Upgrade button,unknown,remove,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2390,back button,enlarge,back button,Upgrade button,enlarge,button,Fix button,enlarge,button,small text font size and background color,consider,unknown,button,add,space,text,enlarge,text,unknown,unknown,unknown
2391,text,increase,contrast,Upgrade button,position,Upgrade button,text,use,clear size hierarchy,text,be,contrast,Upgrade button,align,Upgrade button,unknown,make,unknown,unknown,unknown,unknown
2392,text,increase,font size and weight,text,change,color,hamburger menu icon size,increase,Icon/ bar size,text,redesign,UI,unknown,redesign,UI,text,use,large font size,unknown,remove,unnecessary element
2393,unknown,remove,search icon locate,unknown,unknown,unknown,unknown,unknown,unknown,text,use,large font size,text,use,large font size,element,align,element,unknown,unknown,unknown
2394,header section and body section,increase,background color contrast,text,use,large font size,text,use,large font size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2395,text,change,color,unknown,use,same font size and weight,unknown,add,button,element text,redesign,layout Bounding Box,unknown,redesign,page,color use,change,background color,unknown,unknown,unknown
2396,design,improve,user experience,search icon,consider,unknown,text,use,dark color,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2397,search,be,search button or search bar instead,unknown,use,Bounding Box,text and toggle switch,continue,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2398,text,increase,font size and weight,text,change,color,hamburger menu icon size,increase,Icon/ bar size,unknown,try,unknown,unknown,redesign,unknown,unknown,add,button,app,use,less white space
2399,font color,increase,font size,text,change,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2400,unknown,increase,size,date range isnot,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2401,unknown,unknown,unknown,element occupy similar position,give,similar graphic treatment,unknown,add,confirm button,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2402,cancel button,enlarge,cancel button,text disabled,make,d,text option,increase,text font size,text font size,increase,text font size,text,increase,text,unknown,unknown,unknown,unknown,unknown,unknown
2403,disabled option,remove,disable option,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2404,text,increase,font size and weight,text,change,color,unknown,increase,size,hamburger menu icon size,increase,Icon/ bar size,unknown,redesign,unknown,text,increase,text,design,change,design
2405,unknown,increase,font size,unknown,prioritize,clear hierarchy and alignment,design,implement,back icon,unknown,unknown,unknown,text,increase,text,element,align,element,unknown,unknown,unknown
2406,text,increase,font size,unknown,make,unknown,icon,add,use,text,increase,text,element,align,element,unknown,unknown,unknown,unknown,unknown,unknown
2407,text,increase,text,cross button 's light gray color,adjust,color,element,align,element use left alignment to establish uniform visual flow and hierarchy,text,increase,text,unknown,unknown,unknown,element,reposition,element,unknown,unknown,unknown
2408,save button,add,boundary,text,increase,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2409,font color,change,font color,text,increase,text,text,increase,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2410,text,consider,unknown,text .... and much more,convey,valuable information,unknown,change,text,color use,replace,background image,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2411,element,add,border,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2412,cancel button,adjust,positioning,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2413,text font size,consider,unknown,unknown,introduce,next button,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2414,text,increase,text,text,choose,well color contrast,unknown,try,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2415,unknown,implement,universally recognize,critical element – title –,allocate,prominent and designate space,small yellow / gray text,increase,text size,unknown,add,clear visual cue,lack,create,distinct section,text,increase,font size,unknown,unknown,unknown
2416,text font size,increase,text font size,yellow-highlight text,consider,unknown,check box,enlarge,check box,unknown,introduce,back/ exit button,text,increase,font size,unknown,remove,unnecessary element,unknown,unknown,unknown
2417,design,add,border,text,increase,font size,text,increase,font size,text,increase,font size,element occupy similar position,use,same visual feature,unknown,unknown,unknown,unknown,unknown,unknown
2418,highlighted text,increase,text font size,search button,make,search button darker,background,choose,different font color,background,rearrange,layout,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2419,icon search and entire element,try,unknown,icon,try,unknown,text,place,heading,positioning,fix,alignment and positioning,element,omit,unnecessary element,language,tell,user,unknown,unknown,unknown
2420,gray text,use,dark color,user,add,scroll bar or way for user to navigate,low contrast,use,unknown,lack,add,well-place three-dot icon,uniform font size and style,use,varied font size and style,design,integrate,comprehensive menu system,gray text,tone,color use
2421,back button,enlarge,back button,search button,enlarge,search button,text font size,increase,text font size,cross button,enlarge,back button,text close,enlarge,text,unknown,unknown,unknown,unknown,unknown,unknown
2422,search restaurant,use,more suitable header,element,use,margin,CLOSED status indicator,change,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2423,text,increase,font size and weight,text,change,color,unknown,add,button,unknown,use,same font size and weight,search bar,move,unknown,text,increase,text,size / weight,use,same font size and weight
2424,background,make,unknown,continue button,opt,unknown,unknown,introduce,back or exit button,app 's design,consider,unknown,text,increase,text,design,revise,design,unknown,unknown,unknown
2425,unknown,be,navigation bar,large button,reduce,button size,element,reposition,element,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2426,text,increase,font size and weight,text,change,color,back button size,increase,back button size,unknown,try,unknown,unknown,use,same font size and weight,font,use,same font,unknown,unknown,unknown
2427,unknown,consider,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2428,font weight,increase,font weight,font color,change,font color,font,use,same font,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2429,text,change,text,screen text,center,screen text,"visual element , such",align,visual element,language use,simplify,language,design,provide,clear and visible feedback,unknown,unknown,unknown,unknown,unknown,unknown
2430,button,make,unknown,background,choose,unknown,"visual element , such",align,visual element,unknown,simplify,design,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2431,background,choose,background provide well contrast,button,give,visual prominence,text font,increase,font size,app,try,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2432,design,implement,back icon,unknown,add,contrast,unknown,establish,clear hierarchy,unknown,use,light background,white text,change,text color,element,align,element,unknown,unknown,unknown
2433,text,change,color,text,make,font color,unknown,rearrange,element,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2434,text and button,add,proper space,text,choose,background provide well contrast,element,align,element,element,make,element,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2435,unknown,consider,unknown,text,use,large font size,text,increase,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2436,lot,add,more information,text,increase,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2437,element,give,similar treatment,unknown,have,large font,text,increase,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
