id,task,verb,obj
2062,View form document or add new document,add,document
2063,View and Add Document,add,document
2064,View Document List,view,list
2065,Explore a wildlife Prepare menu,explore,menu
2066,Prepare for wildfire,prepare,wildfire
2067,View information on how to prepare for a wildfire,view,information
2068,Enter detail and Click on 'Retrieve a booking' button,retrieve,booking
2069,Enter required detail to check - In,check,in
2070,Enter a booking reference and last name,enter,reference
2071,Read out the BBC News app for the article on Trump's criticism of the US medium at his 100-day rally,read,article
2072,Read article on BBC News app,read,article
2073,Read news article from different source,read,article
2074,Swipe left to next page on onboarding screen,swipe,page
2075,Swipe left to continue with ChargeHub,continue,ChargeHub
2076,Explore the Welcome Page of ChargeHub,explore,page
2077,View bookmark from a file,view,bookmark
2078,Check the progress of app package installation,check,progress
2079,Check the Installation status,check,status
2080,Search Toy item and add them to the cart to buy,add,item
2081,View Toy Deal on Costume and Dress up,view,deal
2082,Select the product category and explore,explore,category
2083,Browse or choose sticker to share,choose,sticker
2084,Select sticker to share,share,sticker
2085,choose sticker to share,share,sticker
2086,Review vocabulary,review,vocabulary
2087,Translate the umbrella in Japanese,translate,umbrella
2088,View vocabulary for accessory,view,vocabulary
2089,Click Start Match to begin the game,begin,game
2090,Click the Start Match button to begin the match,begin,match
2091,Click to Start Match,start,match
2092,Explore and manage penny stock,manage,stock
2093,View about Penny stock,view,stock
2094,View penny stock home page,view,page
2095,Explore Adventure of the Black Fisherman book detail,explore,detail
2096,View information about a book titled The Adventure of the Black Fisherman,view,information
2097,Adventure of the Black Fisherman,fisherman,adventure
2098,Click to set prayer time,set,time
2099,Check today's scheduled prayer notification or discover more option,check,notification
2100,select option for religious activity,select,option
2101,Explore the list option based on your preference,explore,option
2102,Explore or Read about different type of Deer or Switch to other Animal specie,read,deer
2103,View and read more about hunting call,read,call
2104,Explore option given under the More section,explore,option
2105,Discover the available option within the More section,discover,option
2106,Manage 'More' Option,manage,option
2107,Select an option to manage or explore,manage,option
2108,Manage setting for the app,manage,setting
2109,enable or disable the setting of Mirror mode or high resolution,enable,setting
2110,Review the workout result for the year or switch to view monthly or other interval,review,result
2111,Log a workout for cardio or strength,log,workout
2112,View result of Workout,view,result
2113,Input data to calculate fraction,calculate,fraction
2114,Perform Calculation,perform,calculation
2115,Start calculating,start,calculating
2116,Check Game status and Explore the other available Option,check,status
2117,View the sidebar menu for NCAA football,view,menu
2118,manage detail about football game,manage,detail
2119,View Trashed Item,view,item
2120,Browse through the option in the Trash section,browse,option
2121,View the item in trash,view,item
2122,Click to view the follower list or switch to other option under My Profile,view,list
2123,View profile and check follower,check,follower
2124,View or Manage Your Profile,manage,profile
2125,Pinned the location from where the sound was recorded,pin,location
2126,Pin the recording location then proceed with Next or go back as needed,pin,location
2127,Proceed with the location where sound was recorded,proceed,location
2128,View your profile,view,profile
2129,View my profile,view,profile
2130,Check or edit profile detail,edit,detail
2131,Click to Sign in or Subscribe for rating,sign,in
2132,View Price and shop for Apple imac,shop,imac
2133,Sign in or subscribe for rating,sign,in
2134,Select option from below list or input search criterion to browse on Armorfly,browse,option
2135,Browse thing from Armorfly app,browse,thing
2136,Explore the option in the browser,explore,option
2137,View review comment and share about the Honey Mustard chicken with sweet potato and also Check Recipe Ingredient,check,ingredient
2138,Explore Honey Mustard Chicken with Sweet Potato including ingredient serving preparation time and difficulty level,explore,chicken
2139,View the recipe,view,recipe
2140,Read or ExploreAn Unexpected Journey,explore,journey
2141,Listen the chapter 1 for an unexpected journey,listen,chapter
2142,Play to listen to the unexpected journey story,play,story
2143,Add your favorite club to follow,add,club
2144,Click Add Club to add a new club,add,club
2145,Add club to favorite list,add,club
2146,Learn sign language alphabet,learn,alphabet
2147,Read the Hand sign language alphabet(finger spelling),read,alphabet
2148,Learn American Sign Language Alphabet,learn,alphabet
2149,Discover the available option within the Netatmo Weatherstation app,discover,option
2150,View my location for Netatmto Weatherstation,view,location
2151,Select an option to explore,explore,option
2152,Select LG TV remote version from the given option,select,version
2153,Select the LG TV remote from the two option,select,remote
2154,Select LG TV remote option,select,option
2155,Click Save Workout to record your progress or Discard to cancel,save,workout
2156,Save the workout for the day,save,workout
2157,View detail about the workout and save it,save,workout
2158,Explore selected option from the menu,explore,option
2159,Track workout,track,workout
2160,Check the option on Urbana Application,check,option
2161,Select an option from the menu to explore,explore,option
2162,View Training plan of Grace Chan,view,plan
2163,Manage profile and setting,manage,profile
2164,Read the instruction and click on the 'Close' button,read,instruction
2165,Read the Get started now! page,read,page
2166,Click on the Close Button,click,button
2167,Set or Manage application and notification setting,manage,setting
2168,Manage the setting for the application,manage,setting
2169,Manage the Setting Page,manage,page
2170,Manage Baby Breastfeeding setting feature,manage,feature
2171,Manage setting for breastfeeding,manage,breastfeeding
2172,Manage setting for Breastfeeding,manage,breastfeeding
2173,Discover the available option within the Setting menu,discover,option
2174,Manage setting,manage,setting
2175,Manage Setting,manage,setting
2176,Select Gender and Option to turn vibration on or off,turn,vibration
2177,Click 'Get Started' to instantly transfer money,transfer,money
2178,Click to Get Started to proceed to the next page on onboarding screen,get,started
2179,Click to get started for Instant Money Transfer,get,started
2180,Select a Song or Music or Record a Sound to edit and set as a ringtone notification or alarm,edit,song
2181,Cut a Song or Music or Record a Sound to edit and set as a ringtone,cut,song
2182,Select an option to explore,explore,option
2183,Browse and select a competition to start,select,competition
2184,Explore the top league,explore,league
2185,Choose the favorite league,choose,league
2186,Adjust preference or configure weather notification in the setting menu,adjust,preference
2187,Manage setting for weather condition,manage,setting
2188,Manage setting for the app,manage,setting
2189,Review my subscribed plan or discover some new plan,review,plan
2190,View the subscribed plan,view,plan
2191,Check my subscribed plan,check,plan
2192,Select day and bible passage to read bible,read,bible
2193,Select a date from the year,select,date
2194,Click to read the reading plan,read,plan
2195,Manage your setting,manage,setting
2196,Manage the notification setting,manage,setting
2197,Manage Notification setting,manage,setting
2198,Login to explore or manage below listed option,explore,option
2199,Select an option from menu,select,option
2200,Select an option to explore,explore,option
2201,Select an option from the list to explore,explore,option
2202,select an option from menu,select,option
2203,Select option from the list,select,option
2204,Explore your weekly workload with prioritized action item,explore,workload
2205,Add weight for all the week,add,weight
2206,view or track pregnancy,track,pregnancy
2207,Input criterion to Calculate Gas Cost or Mileage,calculate,cost
2208,Calculate gas cost on car loan calculator,calculate,cost
2209,Calculate Gas Cost,calculate,cost
2210,Enter detail and click the Next button to create invoice,create,invoice
2211,Press next to create invoice,create,invoice
2212,Create Invoice,create,invoice
2213,Listen and explore different music sound,explore,sound
2214,View the list of audio in the music player,view,list
2215,Listen music,listen,music
2216,Manage your weather notification by turning on or off the option below,manage,notification
2217,Adjust Weather Notification Setting,adjust,setting
2218,Manage weather notification,manage,notification
2219,Login with the available option for checking Train Timetable of Italy,check,timetable
2220,Sign in to Train Timetable Italy using Google or Facebook,sign,in
2221,Login using Google or Facebook,login,Google
2222,Select Mother's Age from the List,select,age
2223,Select mother's age,select,age
2224,Choose a mother's age based on preference,choose,age
2225,Track contraction timer,track,timer
2226,Press on the button to start contraction,start,contraction
2227,Track contraction time,track,time
2228,Connect to Facebook through Spreaker studio,connect,Facebook
2229,Choose Your Speaker Connection,choose,connection
2230,Choose a device to connect with the speaker,connect,device
2231,Click Rate this app to provide feedback,rate,app
2232,Set your preference for setting,set,preference
2233,Manage spreaker studio setting,manage,setting
2234,Log in with Facebook or enter detail to login with ROW52,log,in
2235,Enter input to login with Row52,login,input
2236,Enter login detail to sign in,sign,in
2237,Adjust sound with music player equalizer,adjust,sound
2238,Adjust the different frequency in Equalizer,adjust,frequency
2239,Change setting in the Equalizer,change,setting
2240,Explore OBDMax Diagnostic,explore,diagnostic
2241,Select Dashboard Light and read its description,read,description
2242,Choose Dashboard Light,choose,light
2243,Browse or Select diagnostic trouble code for vehicle scan,select,code
2244,Select DTC database to search OBDmax to read about it,read,it
2245,Enter Input Code and search in Google,search,Google
2246,Search about jalapeno-Olive Salsa and check the require Ingredient,check,ingredient
2247,Explore Jalapeno-Olive Salsa with detail on calorie serving and preparation time,explore,Salsa
2248,View the food recipe for jalapeno-olive Salsa,view,recipe
2249,Read article The ultimate guide to NJ winter sport published by visitnj,read,article
2250,Download or share the article the ultimate guide to NJ Winter Sport,share,article
2251,Read New Jersey newspaper,read,newspaper
2252,View Offensive and Defensive Battle Deck for Arena 1,view,deck
2253,View the player on the offensive for arena battle deck,view,player
2254,Homepage of battle deck game,game,homepage
2255,Select your current Location,select,location
2256,Use the current location or enter detail to find a new location by enabling the switch button,find,location
2257,Find your location,find,location
2258,Click on Work or Reset or go to Setting,go,setting
2259,View workout progress,view,progress
2260,Adjust the timer setting for the app,adjust,setting
2261,Review version history and change in change log,review,history
2262,Confirm changelog,confirm,changelog
2263,View change log,view,log
2264,Download Facebook video for offline viewing on mobile device,download,video
2265,Explore the available feature within the FB Free Video Downloader section,explore,feature
2266,Start quiz on Pharmacology to test your knowledge,start,quiz
2267,Select any option to begin answering the Pharmacology Quiz,begin,answering
2268,Select option button from Pharmacology quiz,select,option
2269,Set your preference for setting,set,preference
2270,Explore the option within ScanLife,explore,option
2271,Check Option under ScanLife,check,option
2272,Choose the auto-connect option in Bluetooth setting,choose,option
2273,Manage Bluetooth Auto Connect Setting,manage,setting
2274,Explore Bluetooth Auto Connect option,explore,option
2275,Choose region to plan your trip on Sygic,plan,trip
2276,Select the region for view map,view,map
2277,select region from the list,select,region
2278,Enter the medication name and click Next to add it,add,medication
2279,Add medication name to proceed next,add,name
2280,Enter medication name to add,add,name
2281,Browse Upcoming Show Episode,browse,episode
2282,View the list of upcoming episode,view,list
2283,View Episode,view,episode
2284,Enter Detail and proceed to Next for parent account registration,proceed,next
2285,Enter detail to register paren't account,register,account
2286,Enter the detail and register the parent's account,register,account
2287,Click on the Go To Recipe button check the recipe and like it to save it for later,save,it
2288,Click the Go to Recipe button,go,button
2289,View Recipe,view,recipe
2290,Explore Handy GPS feature,explore,feature
2291,Explore and manage handy gps,manage,gps
2292,Manage Handy GPS setting feature,manage,feature
2293,Manage your fertility insight,manage,insight
2294,Manage or Explore the option available within the Manage Card section,explore,option
2295,Manage Health card,manage,card
2296,Explore the available menu option,explore,option
2297,Explore menu option,explore,option
2298,Explore the menu,explore,menu
2299,Select an option to explore,explore,option
2300,Select an option from menu,select,option
2301,View option for national park application,view,option
2302,Explore menu option related to Weight loss and Dieting,explore,option
2303,View the sidebar menu of the app,view,menu
2304,Explore the menu option for weight loss diet app,explore,option
2305,Read today's Quote or prayer,read,quote
2306,View today's prayer in the Holy Bible,view,prayer
2307,Read Bible Quote and Prayer,read,quote
2308,Select one or more of your preferred style,select,style
2309,Select the style preference and proceed,select,preference
2310,Choose your style preferance,choose,preferance
2311,Select or Enter start location to plan trip,plan,trip
2312,Choose the starting point to proceed,choose,point
2313,show the direction on map for fastest route on car,show,direction
2314,Enter detail to Login or Tap to Login with Facebook,login,detail
2315,Enter detail to login or login with the 'facebook',login,detail
2316,Login and play game,play,game
2317,Set the Mobile Hotspot preference,set,preference
2318,Manage hotspot setting,manage,setting
2319,Switch on Mobile Hotspot,switch,hotspot
2320,Click Accept to Continue,accept,click
2321,Accept WhatsNewsAPP,accept,WhatsNewsAPP
2322,Connect to the news,connect,news
2323,Select I Agree to proceed with the agreement or I Reject to decline the agreement,agree,agreement
2324,Set your preference for setting,set,preference
2325,Reject or Accept user agreement,accept,agreement
2326,Select the desired city and or brand,select,city
2327,View dealer by city or brand,view,dealer
2328,View Dealer,view,dealer
2329,Input criterion to search or book hotel near you,book,hotel
2330,View property by entering input,view,property
2331,Sort or Filter out Property,filter,property
2332,Click the 'Install Speech Data' button,install,data
2333,Install speech data,install,data
2334,Install speech data for Nepali Dictionary,install,data
2335,Give the confirmation for selected Country and language or skip it,give,confirmation
2336,Select and confirm country and language,confirm,language
2337,Choose Your Country and Language,choose,country
2338,Enter your detail to log in or use Facebook login,log,in
2339,Enter required detail to login or login with facebook,login,detail
2340,Log in account with your email and password or use Facebook,log,in
2341,Click to view your last 10 day transaction,view,transaction
2342,View the transaction in last 10 day,view,transaction
2343,Tap to see last transaction,see,transaction
2344,Explore and read about opinion,explore,opinion
2345,View and Read news article,read,article
2346,Read news article from The New York Time,read,article
2347,View comment and create a new post,create,post
2348,Check Like or View with the post in Basic Match,check,like
2349,Manage and create post,create,post
2350,Tap to customize the photo then click 'Done',customize,photo
2351,Tap to change your avatar,change,avatar
2352,Tap to change avatar,change,avatar
2353,Proceed to login on onboarding screen,proceed,login
2354,Click to login with Tandem,login,Tandem
2355,Proceed with login,proceed,login
2356,Check the Change Log for Version History,check,log
2357,Read or view about the change log version,view,version
2358,View the change log information for the app version,view,information
2359,Select an online theme or switch to a local theme for One SMS,select,theme
2360,Select online sms theme,select,theme
2361,Explore one sms theme,explore,theme
2362,Upload Profile picture enter name and click on OK button,upload,picture
2363,Edit or set profile detail,set,detail
2364,Enter your name to proceed,enter,name
2365,Play the song from the list,play,song
2366,View the list of audio track and listen to jingle bell,view,list
2367,Play the song from the list,play,song
2368,View Grace Chan LinkedIn profile or activity,view,profile
2369,View the content under the activity tab,view,content
2370,View profile info,view,info
2371,Enter your login credential to login,login,credential
2372,Input email address and password to log in,log,in
2373,Enter your detail for login or create account,create,account
2374,View My Build or Share Post,share,post
2375,View My Build or Post,view,build
2376,Check and explore all champion list,explore,list
2377,Explore our wide selection of product,explore,selection
2378,Select a category to explore,explore,category
2379,View homepage of shopping app,view,homepage
2380,Input your detail upload a profile picture then click Next Step to create your account,create,account
2381,Give required detail to proceed next step to create an account,create,account
2382,Create an account,create,account
2383,Select a photo from gallery,select,photo
2384,View the gallery and different folder,view,gallery
2385,Select photo from the gallery,select,photo
2386,Browse the Key Expression,browse,expression
2387,Explore key expression,explore,expression
2388,Explore Option under Key Expression,explore,option
2389,Click Fix or Upgrade to enhance your protection,enhance,protection
2390,Click the Fix button to remove the 2 detected risk,remove,risk
2391,Protect your data from Threat with a Protection Risk Scan,protect,data
2392,Explore open tab by using search plus,explore,tab
2393,Search plus or manage forum,manage,forum
2394,Forum for Q or A discussion,discuss,Q
2395,Manage the Weather Notification setting,manage,setting
2396,Explore or Manage Weather Notification,manage,notification
2397,continue with managing weather notification setting,manage,setting
2398,Select the duration for checking account transaction history,check,history
2399,View the account detail by selecting the number of day,view,detail
2400,Choose day to track spent,track,spent
2401,Select your preferred option using the radio button,select,option
2402,Choose from the available option for the Strike Count Threshold in the Preference setting,choose,option
2403,Select a Strike count threshold,select,threshold
2404,Customize your football team with Lineup11,customize,team
2405,save the football lineup11 for cheshire,save,lineup
2406,Select and strategize your football team formation,strategize,formation
2407,Enter required detail to save home detail on the map,save,detail
2408,Press save to add home,add,home
2409,Save home address,save,address
2410,Click 'Let's go' to proceed,go,let
2411,Check email to confirm your account and explore available option,confirm,account
2412,"Entry Page, click let's go to explore the app",explore,app
2413,Choose a store from the list,choose,store
2414,Select nearby store from given option,select,store
2415,Manage Feature Setting,manage,setting
2416,Explore the available option,explore,option
2417,Manage the personal preference,manage,preference
2418,Please explore the available option,explore,option
2419,View option on the homepage of the application,view,option
2420,Search for Italian food restaurant,search,restaurant
2421,Search for Italian restaurant,search,restaurant
2422,Find a restaurant from a list,find,restaurant
2423,Enter Location and Start,enter,location
2424,Input a nickname for the location and click Continue,input,nickname
2425,Enter a nickname to search a location,search,location
2426,Input criterion to check seat availibiiity,check,availibiiity
2427,Check seat availability by entering train no or name,check,availability
2428,Check train seat availability,check,availability
2429,Select the preferred method for adding a camera to your device,add,camera
2430,Tap the method for adding a camera,add,camera
2431,Choose option to add to camera,add,camera
2432,Download the Bass Booster app,download,app
2433,Download or cancel app of the day,download,app
2434,Download the music and audio from App,download,music
2435,View the description of the episode,view,description
2436,Invite friend or share the episode of Reign,share,episode
2437,Watch the episode 403 from the series,watch,episode
2438,Manage or Plan your exam timetable,plan,timetable
2439,Explore selected option,explore,option
2440,View Timetable of Exam,view,timetable
2441,Explore the option to manage Jodel karma,manage,karma
2442,Check +110 My Karma tab and Explore other more available Option,explore,option
2443,View option for San Francisco,view,option
2444,Invite friend to join the application,invite,friend
2445,Select a method to share app invitation,share,invitation
2446,Send an invite to friend through Share app,send,invite
2447,Select an option to explore,explore,option
2448,View the option in the side bar menu,view,option
2449,Manage User profile page option,manage,option
2450,View Higi Performance Metric,view,metric
2451,View or add information under metric,add,information
2452,show the metric of Health reminder,show,metric
2453,Enter credential to locate store,locate,store
2454,Locate store by enter city or zip code,locate,store
2455,Enter city or zip code to find store locator,find,locator
2456,Browse the News article,browse,article
2457,Explore abc13NEWS NOW,explore,abc13NEWS
2458,Read the top story news,read,news
2459,Browse our best offer,browse,offer
2460,View the saved offer or Browse the best,view,offer
2461,Manage all that stuff here,manage,stuff
2462,Review open trade to manage your investment in AUD or USD,manage,investment
2463,Explore popular instruments to view trading currencies baseline,explore,instrument
2464,View the Currency (+ or -) rate and analyse the AUD?USD trade graph,view,rate
2465,Locate a Planet Fitness gym within your state,locate,gym
2466,Find a planet fitness near you to join,find,planet
2467,Find a new Planet Fitness Near You,find,Planet
2468,Choose a station on World FM Radio,choose,station
2469,Select an FM to explore,explore,FM
2470,Choose option to listen FM radio station,listen,station
2471,Enter detail to open network stream,open,stream
2472,Enter the URL address for the Network stream,enter,address
2473,Enter a network address URL to open network stream,open,stream
2474,Select an option from the list to explore,explore,option
2476,Select the stream option from the available option,select,option
2476,View sidebar menu of open network stream,view,menu
2477,Click 'Continue as Jon' or sign in with another account or create a new one,sign,in
2478,Sign in with facebook account,sign,in
2479,Login through Facebook account,login,account
2480,Select or add location,add,location
2481,Use current location or add a location to select a location,add,location
2482,Select Current Location or add other Location,add,location
2483,Explore Electronic gadget from the list,explore,gadget
2484,Check upcoming Samsung Brand,check,brand
2485,Check different version of Samsung Phone,check,version
2486,Browse and read new testament gospel,read,gospel
2487,Choose a book or Chapter from the New Testament,choose,book
2488,View and check the progress of new testament,check,progress
2489,Explore selected option under Old Testament,explore,option
2490,Explore or Review the Old Testament,review,Testament
2491,Track completion of old testament,track,completion
2492,Read the user guide to Start Setup,read,guide
2493,Click on start setup to proceed,start,setup
2494,Read instruction to Start Setup,read,instruction
2495,click to accept and continue with app,accept,app
2496,Read the app info or and accept and continue,read,info
2497,Read app info,read,info
2498,Tap to Start Now attempting quiz on current affair,start,quiz
2499,Read instruction to start learning,start,learning
2500,Attempt question paper,attempt,paper
2501,Enter input for basic setting of vehicle,enter,input
2502,Enter all the detail in the basic setting,enter,detail
2503,Manage setting of vehicle,manage,setting
2504,Set your preference for setting,set,preference
2505,Manage setting for the app,manage,setting
2506,adjust the setting,adjust,setting
2507,Select the date,select,date
2508,Search Christmas for set countdown,set,countdown
2509,Select a date,select,date
2510,Click 'Get Started' to proceed,get,started
2511,Please click the Get Started button to access WXYZ 7 Action News,access,news
2512,Get started and explore the WXYZ 7 action news,explore,news
2513,Manage or set wifi setting,set,setting
2514,Manage connection on WiFi or or 4G or 3G or 2G,manage,connection
2515,View or manage WiFi or 4G or 3G connection,manage,connection
2516,Select an option to explore under Help section,explore,option
2517,Select an option to explore,explore,option
2518,Search Help Option,search,option
2519,Continue to finish managing Ad setting,manage,setting
2520,Click the Finish button,click,button
2521,Block annoying ad,block,ad
2522,Click 'Add Location' to include the current location or select 'Edit' or the 'Cross' button,add,location
2523,Add location for weather alert,add,location
2524,Add location to see alert,add,location
2525,Install CM Launcher to apply theme,apply,theme
2526,Install CM Launcher to apply theme,apply,theme
2527,Click to install CM launcher to apply this theme,apply,theme
2528,Tap the Get Started button to access Integrated Bill Reminder,access,reminder
2529,Click on Get started for set bill reminder,set,reminder
2530,Remind the Bill on time,remind,bill
2531,Play and earn reward Karma point,earn,point
2532,View the badge,view,badge
2533,Play and earn reward point,earn,point
2534,Tap button to stop recording and view or listen in the given path,stop,recording
2535,Record anything,record,anything
2536,Start or Stop Recording,start,recording
2537,Search and explore all deal from favorite,explore,deal
2538,View product on deal from Shopular,view,product
2539,View all available deal from favorite list,view,deal
2540,Set Timer for Fighting Round,set,timer
2541,Fight with classic boxing timer,fight,timer
2542,View boxing timer,view,timer
2543,Explore the side bar menu option,explore,option
2544,Search and explore selected option,explore,option
2545,Discover the category under Recent and Saved Search,discover,category
2546,Select the image from the gallery,select,image
2547,Pick a photo from all photo collection,pick,photo
2548,Select image from your photo gallery,select,image
2549,Click start to open application to locate someone,locate,someone
2550,Click to start for tracking family location,track,location
2551,Press start for location tracking,start,tracking
2552,Select an option from menu to explore,explore,option
2553,Select an option from menu list of FOX 59,select,option
2554,Select an option to explore,explore,option
2555,Enter input to sign in with path account,sign,in
2556,Enter email address and password to sign in,sign,in
2557,Enter the Email address and password to sign in,sign,in
2558,Use current location or Change to new location,change,location
2559,Select a location or click Add Location to include a new one,add,one
2560,Manage your location,manage,location
2561,Select Your Background Mode Preference,select,preference
2562,Set your preference for background mode setting,set,preference
2563,Manage setting for the background mode,manage,setting
2564,Contact Navigate to or Visit the website of the Philbrook Museum of Art,visit,website
2565,Read and view about Philbrook Museum of Art,read,museum
2566,View the detail page for Philbrook Museum of Art,view,page
2567,Search friend and Invite them by available option,invite,friend
2568,Invite friend via SMS email or Facebook,invite,friend
2569,Invite friend by SMS E-mail or by Faceboook,invite,friend
2570,Manage the setting option,manage,option
2571,Explore the option under setting,explore,option
2572,View setting option,view,option
2573,Select TV Provider from a list,select,provider
2574,Select a TV provider from the option or choose from the full list,select,provider
2575,Select the TV Provider from the list,select,provider
2576,View personalised prepaid recharge plan,view,plan
2577,Enter the mobile number and click on the 'Send OTP' button,send,OTP
2578,Enter mobile number or Skip It,enter,number
2579,select the correct Tense option from the given option,select,option
2580,Tap the Answer button to solve the tense practice question or proceed with the Next button,solve,question
2581,Practice tense by selecting verb,practice,tense
2582,Set wallpaper from Hindi SMS Collection,set,wallpaper
2583,View image from the Hindi SMS collection,view,image
2584,Share a Hindi SMS,share,SMS
2585,Click to install CM Launcher to apply this theme,apply,theme
2586,View theme and install it,install,theme
2587,Click to install CM launcher to apply this theme,apply,theme
2588,Click to install CM launcher,install,launcher
2589,Choose your school to get started,choose,school
2590,Choose the school from school list,choose,school
2591,Enter the detail to get started,get,started
2592,Browse all store name or search for a specific one,search,one
2593,Select a store from a list of all store,select,store
2594,Check the list of all store,check,list
2595,Like or Reply to the Post,reply,post
2596,write message to post reply,write,message
2597,Write comment for post,write,comment
2598,Choose Your Preferred Food and Order,choose,food
2599,Explore food menu to order,order,food
2600,Order from the option,order,option
2601,Choose an option from the menu,choose,option
2602,Select an option from the menu to explore,explore,option
2603,Find your favorite,find,favorite
2604,Enter detail to check refund status,check,status
2605,Enter SSN and other detail to check refund status,check,status
2606,View refund status by entering detail,view,status
2607,Proceed to Our Product by Clicking 'Shop Now',proceed,product
2608,Explore Today's exclusive deal in the Woot app or browse Best Seller and Browse more,browse,deal
2609,shop now at Woot,shop,now
2610,Select item(filter) and save it to buy,save,item
2611,Explore or view dress on modanisa,view,dress
2612,Add to favorite list and explore dress,add,list
2613,Upload the Mississippi River Delta image to Earth as Art,upload,image
2614,View image and detail of earth as art,view,image
2615,View or Upload photo,upload,photo
2616,Input search criterion to search job,search,job
2617,Select option and press on search to proceed,search,option
2618,Show your recent search criterion at jobsDB.com,show,criterion
2619,Read the legal term condition and accept it,accept,term
2620,Agree the legal agreement between a job candidate and HireVue,agree,agreement
2621,Select I Agree to the Legal term,agree,term
2622,Select detail from the drop down list and Search Homestay,search,Homestay
2623,Enter the detail and search for a Homestay,search,Homestay
2624,Search Homestay,search,Homestay
2625,Select background theme and explore other feature,explore,feature
2626,Select background theme color,select,color
2627,Customize theme color,customize,color
2628,Select a Talking Best Friend application to Chat With or Close Window,chat,application
2629,Explore various talking (voice) feature,explore,feature
2630,Select one talking best friend from the option,select,friend
2631,Track Your Personal Expense,track,expense
2632,Check out the personal expense related information like Summary Budget income etc,check,information
2633,Calculate Personal Expense,calculate,expense
2634,Enter height for love Calculation,enter,height
2635,Calculate your love by entering Height,calculate,love
2636,Valentine Love Calculator,calculate,love
2637,Explore 2000s music video to watch,explore,video
2638,View recent video of 2000s Music,view,video
2639,Select music video to play,play,video
2640,Review your progress by checking the score,check,score
2641,Play the game on level 1,play,game
2642,Play Game,play,game
2643,Add a note as a to-do list,add,note
2644,Write a note about the day,write,note
2645,Add note about the day,add,note
2646,Select a ringtone to download or buy,download,ringtone
2647,Play or explore option of Alabama Crimson Tide,explore,option
2648,Explore Alabama Crimson Tide,explore,Tide
2649,Read the latest News article and Check out the baby accessory to buy,check,accessory
2650,Select to read news article,read,article
2651,Check News Article,check,article
2652,Choose sorting option,choose,option
2653,Set filter and sort result,set,filter
2654,select the filter option,select,option
2655,Manage the list of nearest area,manage,list
2656,Choose from the nearest available option,choose,option
2657,View nearest city and region,view,city
2658,Manage pass-code option,manage,option
2659,Check the Passcode checkbox to update the passcode or delete all locally saved card and app data,check,checkbox
2660,check the passcode setting,check,setting
2661,Enter your login credential,enter,credential
2662,Enter detail to login or Sign Up with the available option or skip the Registration,login,detail
2663,Use Detect Location or Enter City to change location,change,location
2664,Detect location or enter city name to change location,change,location
2665,Change Location,change,location
2666,Watch the video add episode to watchlist or add series to watchlist of Destruction of the Shield by Mystery Mercenary,add,episode
2667,Watch now add an episode or add series to watch list,add,episode
2668,Watch the episode or series of 'Destruction Of The Shield',watch,episode
2669,Read our Privacy Policy,read,policy
2670,Read the privacy policy,read,policy
2671,Read privacy police,read,police
2672,Allow or deny to manage your contact,manage,contact
2673,Allow or deny permission to manage your contact,manage,contact
2674,Allow or Deny to manage contact,manage,contact
2675,Search group or create new one,create,one
2676,View the suggested group or create group,create,group
2677,View existing group or create more,view,group
2678,View or Manage calender,manage,calendar
2679,Select Date Month and Year from the calendar,select,date
2680,View Calendar,view,calendar
2681,Select an app to explore,explore,app
2682,Select an app from a list of more app,select,app
2683,Check Option under More App,check,option
2684,Click the Plus button to add song to My Playlist or click the Cross button to go back,add,song
2685,View my playlist,view,playlist
2686,Add or Cancel song to My Playlist,add,song
2687,Choose a theme adjust( toggle) location and check location update frequency,check,frequency
2688,Manage the setting option,manage,option
2689,View or Manage Setting,manage,setting
2690,Select a fit brain game to play,play,game
2691,View Game of Fit Brain,view,game
2692,Choose a Brain game to play,play,game
2693,Input Username to confirm the user profile creation,confirm,creation
2694,Create user name to complete social profile,create,name
2695,Input User name for shopathome,input,name
2696,Set a password for the video locker app,set,password
2697,Enter password to hide your video,hide,video
2698,Enter the PIN to enter Video Locker,enter,PIN
2699,Select a folder from the list,select,folder
2700,Select folder to lock video,lock,video
2701,Choose the video to the video list,choose,video
2702,Sign in to sync setting across all device or view football score,view,score
2703,View Ongoing football match,view,match
2704,View live soccer score,view,score
2705,Check the Bag availability and add to cart,add,bag
2706,Click 'Add to Cart' to move forward,add,cart
2707,Add item to the Cart,add,item
2708,Select Etsy Pick from the navigation menu,select,pick
2709,Explore Etsy to pick editor,pick,editor
2710,Explore Editor’s Pick on Etsy,explore,pick
2711,View or Manage the Thing to-do list,manage,list
2712,View Sam's log for 21 March 2017,view,log
2713,View Sam's log for 21st march,view,log
2714,Explore the Directory and check History,check,history
2715,View the downloading history,view,history
2716,View the file history,view,history
2717,Enter required detail to find flight,find,flight
2718,Book a flight,book,flight
2719,Book a Flight,book,flight
2720,Sign Up with the available social medium option or Sign Up with the e-mail by entering detail,sign,up
2721,Enter detail for signup,sign,up
2722,sign up into your account,sign,up
2723,Log in with your email address and password,log,in
2724,Login with email and password,login,email
2725,Access the account by entering phone number and password,access,account
2726,View the download history,view,history
2727,View the download history,view,history
2728,View download history,view,history
2729,Manage New Engine Gamepad and Graphic setting,manage,setting
2730,View and Manage Setting,manage,setting
2731,View and manage setting,manage,setting
2732,Check Reminder status and add more,add,more
2733,View and set reminder on sleekbit,set,reminder
