id,task,verb,obj
2225,Track contraction timer,,
2226,Press on the button to start contraction,press,button
2227,Track contraction time,,
2228,Connect to facebook through spreaker studio,,
2229,Choose your speaker connection,choose,speaker
2230,Choose a device to connect with the speaker,choose,speaker
2231,Click rate this app to provide feedback,,
2232,Set your preference for setting,set,preference
2233,Manage spreaker studio setting,,
2234,Log in with facebook or enter detail to login with row52,log,
2235,Enter input to login with row52,enter,input
2236,Enter login detail to sign in,enter,login
2237,Adjust sound with music player equalizer,adjust,equalizer
2238,Adjust the different frequency in equalizer,adjust,frequency
2239,Change setting in the equalizer,,
2240,Explore obdmax diagnostic,explore,
2241,Select dashboard light and read its description,,
2242,Choose dashboard light,choose,light
2243,Browse or select diagnostic trouble code for vehicle scan,,
2244,Select dtc database to search obdmax to read about it,dtc,database
2245,Enter input code and search in google,enter,code
2246,Search about jalapeno - olive salsa and check the require ingredient,search,jalapeno
2247,Explore jalapeno - olive salsa with detail on calorie serving and preparation time,explore,preparation
2248,View the food recipe for jalapeno - olive salsa,,
2249,Read article the ultimate guide to nj winter sport published by visitnj,,
2250,Download or share the article the ultimate guide to nj winter sport,,
2251,Read new jersey newspaper,read,jersey
2252,View offensive and defensive battle deck for arena 1,view,battle
2253,View the player on the offensive for arena battle deck,view,player
2254,Homepage of battle deck game,,
2255,Select your current location,select,location
2256,Use the current location or enter detail to find a new location by enabling the switch button,use,location
2257,Find your location,find,location
2258,Click on work or reset or go to setting,,
2259,View workout progres,view,workout
2260,Adjust the timer setting for the app,adjust,timer
2261,Review version history and change in change log,review,change
2262,Confirm changelog,confirm,changelog
2263,View change log,,
2264,Download facebook video for offline viewing on mobile device,facebook,video
2265,Explore the available feature within the fb free video downloader section,explore,fb
2266,Start quiz on pharmacology to test your knowledge,start,pharmacology
2267,Select any option to begin answering the pharmacology quiz,select,pharmacology
2268,Select option button from pharmacology quiz,,
2269,Set your preference for setting,set,preference
2270,Explore the option within scanlife,explore,option
2271,Check option under scanlife,check,option
2272,Choose the auto - connect option in bluetooth setting,choose,connect
2273,Manage bluetooth auto connect setting,manage,connect
2274,Explore bluetooth auto connect option,explore,connect
2275,Choose region to plan your trip on sygic,choose,region
2276,Select the region for view map,select,region
2277,Select region from the list,,
2278,Enter the medication name and click next to add it,enter,medication
2279,Add medication name to proceed next,add,medication
2280,Enter medication name to add,enter,medication
2281,Browse upcoming show episode,browse,show
2282,View the list of upcoming episode,view,episode
2283,View episode,view,episode
2284,Enter detail and proceed to next for parent account registration,enter,detail
2285,Enter detail to register parent account,enter,detail
2286,Enter the detail and register the parent account,enter,detail
2287,Click on the go to recipe button check the recipe and like it to save it for later,check,recipe
2288,Click the go to recipe button,click,go
2289,View recipe,view,recipe
2290,Explore handy gp feature,explore,gp
2291,Explore and manage handy gp,manage,gp
2292,Manage handy gp setting feature,manage,gp
2293,Manage your fertility insight,manage,fertility
2294,Manage or explore the option available within the manage card section,explore,card
2295,Manage health card,manage,health
2296,Explore the available menu option,explore,menu
2297,Explore menu option,,
2298,Explore the menu,explore,menu
2299,Select an option to explore,select,option
2300,Select an option from menu,select,menu
2301,View option for national park application,,
2302,Explore menu option related to weight los and dieting,,
2303,View the sidebar menu of the app,view,sidebar
2304,Explore the menu option for weight los diet app,explore,los
2305,Read today quote or prayer,,
2306,View todays prayer in the holy bible,today,holy
2307,Read bible quote and prayer,read,quote
2308,Select one or more of your preferred style,,
2309,Select the style preference and proceed,select,style
2310,Choose your style preferance,choose,preferance
2311,Select or enter start location to plan trip,start,location
2312,Choose the starting point to proceed,choose,starting
2313,Show the direction on map for fastest route on car,show,direction
2314,Enter detail to login or tap to login with facebook,enter,detail
2315,Enter detail to login or login with the facebook,enter,detail
2316,Login and play game,play,game
2317,Set the mobile hotspot preference,set,hotspot
2318,Manage hotspot setting,manage,hotspot
2319,Switch on mobile hotspot,switch,hotspot
2320,Click accept to continue,,
2321,Accept whatsnewsapp,accept,whatsnewsapp
2322,Connect to the news,connect,news
2323,Select i agree to proceed with the agreement or i reject to decline the agreement,decline,agreement
2324,Set your preference for setting,set,preference
2325,Reject or accept user agreement,accept,agreement
2326,Select the desired city and or brand,select,city
2327,View dealer by city or brand,,
2328,View dealer,,
2329,Input criterion to search or book hotel near you,,
2330,View property by entering input,,
2331,Sort or filter out property,filter,property
2332,Click the install speech datum button,click,speech
2333,Install speech datum,install,speech
2334,Install speech datum for nepali dictionary,install,speech
2335,Give the confirmation for selected country and language or skip it,give,confirmation
2336,Select and confirm country and language,confirm,country
2337,Choose your country and language,choose,country
2338,Enter your detail to log in or use facebook login,enter,detail
2339,Enter required detail to login or login with facebook,require,detail
2340,Log in account with your email and password or use facebook,log,password
2341,Click to view your last 10 day transaction,view,day
2342,View the transaction in last 10 day,view,transaction
2343,Tap to see last transaction,,
2344,Explore and read about opinion,read,opinion
2345,View and read news article,read,article
2346,Read news article from the new york time,Read,york
2347,View comment and create a new post,create,post
2348,Check like or view with the post in basic match,view,match
2349,Manage and create post,create,post
2350,Tap to customize the photo then click done,,
2351,Tap to change your avatar,,
2352,Tap to change avatar,,
2353,Proceed to login on onboarding screen,,
2354,Click to login with tandem,login,tandem
2355,Proceed with login,proceed,
2356,Check the change log for version history,check,change
2357,Read or view about the change log version,view,change
2358,View the change log information for the app version,,
2359,Select an online theme or switch to a local theme for one sm,select,theme
2360,Select online sm theme,,
2361,Explore one sm theme,explore,
2362,Upload profile picture enter name and click on ok button,enter,name
2363,Edit or set profile detail,set,profile
2364,Enter your name to proceed,enter,name
2365,Play the song from the list,play,song
2366,View the list of audio track and listen to jingle bell,listen,jingle
2367,Play the song from the list,play,song
2368,View grace chan linkedin profile or activity,view,linkedin
2369,View the content under the activity tab,view,content
2370,View profile info,,
2371,Enter your login credential to login,enter,login
2372,Input email addres and password to log in,,
2373,Enter your detail for login or create account,enter,detail
2374,View my build or share post,,
2375,View my build or post,,
2376,Check and explore all champion list,explore,champion
2377,Explore our wide selection of product,explore,selection
2378,Select a category to explore,select,category
2379,View homepage of shopping app,,
2380,Input your detail upload a profile picture then click next step to create your account,upload,picture
2381,Give required detail to proceed next step to create an account,give,detail
2382,Create an account,create,account
2383,Select a photo from gallery,select,gallery
2384,View the gallery and different folder,view,folder
2385,Select photo from the gallery,,
2386,Browse the key expression,browse,expression
2387,Explore key expression,explore,expression
2388,Explore option under key expression,,
2389,Click fix or upgrade to enhance your protection,enhance,protection
2390,Click the fix button to remove the 2 detected risk,,
2391,Protect your datum from threat with a protection risk scan,protect,datum
2392,Explore open tab by using search plus,explore,tab
2393,Search plus or manage forum,,
2394,Forum for q or a discussion,,
2395,Manage the weather notification setting,manage,weather
2396,Explore or manage weather notification,manage,weather
2397,Continue with managing weather notification setting,,
2398,Select the duration for checking account transaction history,select,duration
2399,View the account detail by selecting the number of day,,
2400,Choose day to track spent,,
2401,Select your preferred option using the radio button,select,radio
2402,Choose from the available option for the strike count threshold in the preference setting,choose,strike
2403,Select a strike count threshold,select,strike
2404,Customize your football team with lineup11,customize,team
2405,Save the football lineup11 for cheshire,save,lineup11
2406,Select and strategize your football team formation,strategize,formation
2407,Enter required detail to save home detail on the map,require,detail
2408,Pres save to add home,,
2409,Save home addres,save,home
2410,Click let go to proceed,,
2411,Check email to confirm your account and explore available option,check,email
2412,"Entry page , click let go to explore the app",,
2413,Choose a store from the list,choose,store
2414,Select nearby store from given option,,
2415,Manage feature setting,manage,feature
2416,Explore the available option,explore,option
2417,Manage the personal preference,manage,preference
2418,Please explore the available option,explore,option
2419,View option on the homepage of the application,,
2420,Search for italian food restaurant,search,food
2421,Search for italian restaurant,search,restaurant
2422,Find a restaurant from a list,find,restaurant
2423,Enter location and start,enter,location
2424,Input a nickname for the location and click continue,,
2425,Enter a nickname to search a location,enter,nickname
2426,Input criterion to check seat availibiiity,,
2427,Check seat availability by entering train no or name,check,seat
2428,Check train seat availability,check,seat
2429,Select the preferred method for adding a camera to your device,select,device
2430,Tap the method for adding a camera,Tap,method
2431,Choose option to add to camera,choose,camera
2432,Download the bas booster app,download,bas
2433,Download or cancel app of the day,cancel,day
2434,Download the music and audio from app,download,audio
2435,View the description of the episode,view,description
2436,Invite friend or share the episode of reign,invite,friend
2437,Watch the episode 403 from the series,watch,episode
2438,Manage or plan your exam timetable,plan,exam
2439,Explore selected option,explore,option
2440,View timetable of exam,view,exam
2441,Explore the option to manage jodel karma,explore,jodel
2442,Check +110 my karma tab and explore other more available option,check,+110
2443,View option for san francisco,,
2444,Invite friend to join the application,invite,friend
2445,Select a method to share app invitation,select,invitation
2446,Send an invite to friend through share app,send,invite
2447,Select an option to explore,select,option
2448,View the option in the side bar menu,view,side
2449,Manage user profile page option,manage,user
2450,View higi performance metric,view,higi
2451,View or add information under metric,add,information
2452,Show the metric of health reminder,show,metric
2453,Enter credential to locate store,enter,credential
2454,Locate store by enter city or zip code,,
2455,Enter city or zip code to find store locator,enter,zip
2456,Browse the news article,browse,article
2457,Explore abc13new now,,
2458,Read the top story news,read,story
2459,Browse our best offer,browse,offer
2460,View the saved offer or browse the best,browse,
2461,Manage all that stuff here,manage,stuff
2462,Review open trade to manage your investment in aud or usd,review,trade
2463,Explore popular instrument to view trading currency baseline,explore,instrument
2464,View the currency ( + or - ) rate and analyse the aud?usd trade graph,view,currency
2465,Locate a planet fitnes gym within your state,fitne,gym
2466,Find a planet fitnes near you to join,find,planet
2467,Find a new planet fitnes near you,find,planet
2468,Choose a station on world fm radio,choose,world
2469,Select an fm to explore,select,fm
2470,Choose option to listen fm radio station,choose,fm
2471,Enter detail to open network stream,enter,detail
2472,Enter the url addres for the network stream,enter,url
2473,Enter a network addres url to open network stream,enter,network
2474,Select an option from the list to explore,select,list
2475,Select the stream option from the available option,select,stream
2476,View sidebar menu of open network stream,,
2477,Click continue as jon or sign in with another account or create a new one,continue,jon
2478,Sign in with facebook account,,
2479,Login through facebook account,login,facebook
2480,Select or add location,add,location
2481,Use current location or add a location to select a location,use,location
2482,Select current location or add other location,select,location
2483,Explore electronic gadget from the list,explore,gadget
2484,Check upcoming samsung brand,check,samsung
2485,Check different version of samsung phone,check,samsung
2486,Browse and read new testament gospel,read,gospel
2487,Choose a book or chapter from the new testament,choose,chapter
2488,View and check the progres of new testament,check,testament
2489,Explore selected option under old testament,explore,testament
2490,Explore or review the old testament,review,testament
2491,Track completion of old testament,,
2492,Read the user guide to start setup,read,guide
2493,Click on start setup to proceed,,
2494,Read instruction to start setup,Read,setup
2495,Click to accept and continue with app,,
2496,Read the app info or and accept and continue,read,info
2497,Read app info,read,info
2498,Tap to start now attempting quiz on current affair,,
2499,Read instruction to start learning,Read,instruction
2500,Attempt question paper,,
2501,Enter input for basic setting of vehicle,enter,input
2502,Enter all the detail in the basic setting,enter,detail
2503,Manage setting of vehicle,manage,vehicle
2504,Set your preference for setting,set,preference
2505,Manage setting for the app,,
2506,Adjust the setting,adjust,setting
2507,Select the date,select,date
2508,Search christma for set countdown,,
2509,Select a date,,
2510,Click get started to proceed,,
2511,Please click the get started button to acces wxyz 7 action news,wxyz,action
2512,Get started and explore the wxyz 7 action news,explore,action
2513,Manage or set wifi setting,set,wifi
2514,Manage connection on wifi or or 4 g or 3 g or 2 g,manage,connection
2515,View or manage wifi or 4 g or 3 g connection,manage,wifi
2516,Select an option to explore under help section,select,help
2517,Select an option to explore,select,option
2518,Search help option,,
2519,Continue to finish managing ad setting,,
2520,Click the finish button,click,finish
2521,Block annoying ad,,
2522,Click add location to include the current location or select edit or the cros button,add,location
2523,Add location for weather alert,add,alert
2524,Add location to see alert,add,location
2525,Install cm launcher to apply theme,install,cm
2526,Install cm launcher to apply theme,install,cm
2527,Click to install cm launcher to apply this theme,install,cm
2528,Tap the get started button to access integrated bill reminder,Tap,get
2529,Click on get started for set bill reminder,,
2530,Remind the bill on time,remind,bill
2531,Play and earn reward karma point,earn,karma
2532,View the badge,view,badge
2533,Play and earn reward point,earn,reward
2534,Tap button to stop recording and view or listen in the given path,,
2535,Record anything,record,
2536,Start or stop recording,,
2537,Search and explore all deal from favorite,explore,
2538,View product on deal from shopular,view,product
2539,View all available deal from favorite list,view,deal
2540,Set timer for fighting round,set,timer
2541,Fight with classic boxing timer,fight,boxing
2542,View boxing timer,,
2543,Explore the side bar menu option,explore,side
2544,Search and explore selected option,explore,option
2545,Discover the category under recent and saved search,discover,category
2546,Select the image from the gallery,select,gallery
2547,Pick a photo from all photo collection,pick,collection
2548,Select image from your photo gallery,,
2549,Click start to open application to locate someone,start,application
2550,Click to start for tracking family location,,
2551,Pres start for location tracking,start,tracking
2552,Select an option from menu to explore,select,menu
2553,Select an option from menu list of fox 59,select,fox
2554,Select an option to explore,select,option
2555,Enter input to sign in with path account,enter,input
2556,Enter email addres and password to sign in,enter,password
2557,Enter the email addres and password to sign in,enter,password
2558,Use current location or change to new location,use,location
2559,Select a location or click add location to include a new one,select,location
2560,Manage your location,manage,location
2561,Select your background mode preference,select,background
2562,Set your preference for background mode setting,set,background
2563,Manage setting for the background mode,,
2564,Contact navigate to or visit the website of the philbrook museum of art,visit,website
2565,Read and view about philbrook museum of art,view,philbrook
2566,View the detail page for philbrook museum of art,view,philbrook
2567,Search friend and invite them by available option,,
2568,Invite friend via sm email or facebook,invite,friend
2569,Invite friend by sm e - mail or by faceboook,invite,friend
2570,Manage the setting option,manage,setting
2571,Explore the option under setting,explore,option
2572,View setting option,,
2573,Select tv provider from a list,,
2574,Select a tv provider from the option or choose from the full list,select,provider
2575,Select the tv provider from the list,select,provider
2576,View personalised prepaid recharge plan,personalise,recharge
2577,Enter the mobile number and click on the send otp button,enter,number
2578,Enter mobile number or skip it,enter,number
2579,Select the correct tense option from the given option,select,option
2580,Tap the answer button to solve the tense practice question or proceed with the next button,Tap,answer
2581,Practice tense by selecting verb,,
2582,Set wallpaper from hindi sm collection,,
2583,View image from the hindi sm collection,view,image
2584,Share a hindi sm,share,hindi
2585,Click to install cm launcher to apply this theme,install,cm
2586,View theme and install it,install,
2587,Click to install cm launcher to apply this theme,install,cm
2588,Click to install cm launcher,install,cm
2589,Choose your school to get started,choose,school
2590,Choose the school from school list,choose,school
2591,Enter the detail to get started,enter,detail
2592,Browse all store name or search for a specific one,browse,store
2593,Select a store from a list of all store,select,store
2594,Check the list of all store,check,store
2595,Like or reply to the post,,
2596,Write message to post reply,write,message
2597,Write comment for post,write,comment
2598,Choose your preferred food and order,choose,food
2599,Explore food menu to order,,
2600,Order from the option,,
2601,Choose an option from the menu,choose,menu
2602,Select an option from the menu to explore,select,menu
2603,Find your favorite,find,favorite
2604,Enter detail to check refund status,enter,detail
2605,Enter ssn and other detail to check refund status,enter,ssn
2606,View refund status by entering detail,,
2607,Proceed to our product by clicking shop now,proceed,product
2608,Explore todays exclusive deal in the woot app or browse best seller and browse more,today,woot
2609,Shop now at woot,,
2610,Select item(filter ) and save it to buy,,
2611,Explore or view dres on modanisa,view,modanisa
2612,Add to favorite list and explore dres,add,list
2613,Upload the mississippi river delta image to earth as art,upload,mississippi
2614,View image and detail of earth as art,view,earth
2615,View or upload photo,upload,photo
2616,Input search criterion to search job,,
2617,Select option and pres on search to proceed,,
2618,Show your recent search criterion at jobsdbcom,show,criterion
2619,Read the legal term condition and accept it,read,term
2620,Agree the legal agreement between a job candidate and hirevue,agree,candidate
2621,Select i agree to the legal term,agree,term
2622,Select detail from the drop down list and search homestay,,
2623,Enter the detail and search for a homestay,enter,detail
2624,Search homestay,,
2625,Select background theme and explore other feature,,
2626,Select background theme color,,
2627,Customize theme color,customize,color
2628,Select a talking best friend application to chat with or close window,select,application
2629,Explore various talking ( voice ) feature,explore,talking
2630,Select one talking best friend from the option,,
2631,Track your personal expense,track,expense
2632,Check out the personal expense related information like summary budget income etc,check,budget
2633,Calculate personal expense,calculate,expense
2634,Enter height for love calculation,enter,height
2635,Calculate your love by entering height,calculate,love
2636,Valentine love calculator,,
2637,Explore 2000s music video to watch,,
2638,View recent video of 2000s music,view,video
2639,Select music video to play,,
2640,Review your progres by checking the score,review,progre
2641,Play the game on level 1,play,game
2642,Play game,play,game
2643,Add a note as a to - do list,add,note
2644,Write a note about the day,write,note
2645,Add note about the day,add,
2646,Select a ringtone to download or buy,select,ringtone
2647,Play or explore option of alabama crimson tide,explore,alabama
2648,Explore alabama crimson tide,explore,alabama
2649,Read the latest news article and check out the baby accessory to buy,read,article
2650,Select to read news article,read,article
2651,Check news article,check,article
2652,Choose sorting option,choose,option
2653,Set filter and sort result,,
2654,Select the filter option,select,filter
2655,Manage the list of nearest area,manage,area
2656,Choose from the nearest available option,choose,option
2657,View nearest city and region,view,region
2658,Manage pas - code option,manage,pas
2659,Check the passcode checkbox to update the passcode or delete all locally saved card and app datum,check,checkbox
2660,Check the passcode setting,check,passcode
2661,Enter your login credential,enter,login
2662,Enter detail to login or sign up with the available option or skip the registration,enter,detail
2663,Use detect location or enter city to change location,detect,location
2664,Detect location or enter city name to change location,detect,location
2665,Change location,change,location
2666,Watch the video add episode to watchlist or add series to watchlist of destruction of the shield by mystery mercenary,,
2667,Watch now add an episode or add series to watch list,add,episode
2668,Watch the episode or series of destruction of the shield,watch,destruction
2669,Read our privacy policy,read,policy
2670,Read the privacy policy,read,policy
2671,Read privacy police,read,police
2672,Allow or deny to manage your contact,manage,contact
2673,Allow or deny permission to manage your contact,deny,permission
2674,Allow or deny to manage contact,manage,contact
2675,Search group or create new one,,
2676,View the suggested group or create group,create,group
2677,View existing group or create more,create,
2678,View or manage calender,manage,calender
2679,Select date month and year from the calendar,,
2680,View calendar,,
2681,Select an app to explore,select,app
2682,Select an app from a list of more app,select,app
2683,Check option under more app,check,option
2684,Click the plus button to add song to my playlist or click the cros button to go back,,
2685,View my playlist,view,playlist
2686,Add or cancel song to my playlist,cancel,song
2687,Choose a theme adjust ( toggle ) location and check location update frequency,choose,adjust
2688,Manage the setting option,manage,setting
2689,View or manage setting,,
2690,Select a fit brain game to play,select,brain
2691,View game of fit brain,,
2692,Choose a brain game to play,choose,brain
2693,Input username to confirm the user profile creation,confirm,creation
2694,Create user name to complete social profile,create,user
2695,Input user name for shopathome,,
2696,Set a password for the video locker app,set,password
2697,Enter password to hide your video,enter,password
2698,Enter the pin to enter video locker,enter,pin
2699,Select a folder from the list,select,folder
2700,Select folder to lock video,lock,video
2701,Choose the video to the video list,choose,video
2702,Sign in to sync setting across all device or view football score,,
2703,View ongoing football match,view,football
2704,View live soccer score,view,soccer
2705,Check the bag availability and add to cart,check,bag
2706,Click add to cart to move forward,add,cart
2707,Add item to the cart,add,item
2708,Select etsy pick from the navigation menu,pick,navigation
2709,Explore etsy to pick editor,,
2710,Explore editor ’s pick on etsy,,
2711,View or manage the thing to - do list,,
2712,View sam log for 21 march 2017,,
2713,View sam log for 21st march,,
2714,Explore the directory and check history,explore,directory
2715,View the downloading history,,
2716,View the file history,view,file
2717,Enter required detail to find flight,require,detail
2718,Book a flight,,
2719,Book a flight,,
2720,Sign up with the available social medium option or sign up with the e - mail by entering detail,sign,medium
2721,Enter detail for signup,enter,detail
2722,Sign up into your account,sign,account
2723,Log in with your email addres and password,log,password
2724,Login with email and password,login,password
2725,Acces the account by entering phone number and password,,
2726,View the download history,view,download
2727,View the download history,view,download
2728,View download history,download,history
2729,Manage new engine gamepad and graphic setting,manage,gamepad
2730,View and manage setting,,
2731,View and manage setting,,
2732,Check reminder status and add more,check,reminder
2733,View and set reminder on sleekbit,,
2734,Health reminder checklist,,
2735,Review the foodnut webpage,review,foodnut
2736,Explore foodnut and read about caesar bacchanal buffet la vega,,
2737,View or know about list of restaurant,know,restaurant
2738,Explore the option available under section and extra,explore,section
2739,View setting of blocklauncher,,
2740,Setting of an application,set,application
2741,Download the minecraft pe and explore more site,download,minecraft
2742,Download mod from the available option,,
2743,Download mod apk,,
2744,Watch weather report on wave3 news,,
2745,View weather forecast,view,forecast
2746,Check the weather news,check,news
2747,Manage general setting option,manage,setting
2748,Manage the general setting,manage,setting
2749,Select option from the general category,,
2750,Add to bag a product for freedom pro contour shaped stick,add,freedom
2751,View the product detail,view,product
2752,Add a product to bag,add,product
2753,Select the date of birth and click the right arrow ( - > ) button,select,birth
2754,Set a date and click on the arrow icon to proceed,set,date
2755,Set your dob,set,dob
2756,Review weight tracker or select an alternative option in fatsecret,,
2757,Check the weight tracker and explore other more available option,check,tracker
2758,Menu bar of fatsecret,,
2759,Check the shopping bag or click on the go shopping button,check,bag
2760,Click on go shopping to shop product,,
2761,Check shopping bag list,check,bag
2762,Review your like,,
2763,Check number of like or click on play match now button,check,number
2764,View notification along with like and glance,,
2765,Select a departure date and time,select,departure
2766,Select date for departure time,,
2767,Choose your departure time from the calendar,choose,departure
2768,Choose your preferred option from the menu,choose,menu
2769,Explore the menu and proceed,explore,menu
2770,Browse and select audiobook to listen to,,
2771,Search and explore book series,explore,series
2772,View and read book online,read,book
2773,Edit or modify the text,modify,text
2774,Edit or modify the text,modify,text
2775,Tap to edit text,,
2776,View calendar for the app crawler,,
2777,Select the calendar option to proceed,select,calendar
2778,Open the calendar,open,calendar
2779,Read about the company introduction,Read,introduction
2780,Explore the company about us page,explore,company
2781,Explore the company detail,explore,company
2782,View bu at waterside - port authority terminal,,
2783,View and check waterside - port authority terminal bu stop,,
2784,Explore bu route,explore,route
2785,Click link to explore clubsteamstuffcom,,
2786,Check out the club info from teamstuff,check,teamstuff
2787,Read about club detail in teamstuff,read,club
2788,Search and review the filtered job,,
2789,Check or view job search result,view,job
2790,View job search result,view,job
2791,Manage your notification and cache preference,manage,cache
2792,Manage setting for dog wallpaper,,
2793,Manage notification setting and cache management,manage,management
2794,Search for a location on a map,search,map
2795,View route mgr in a map application,,
2796,View map,,
2797,Browse through the available option,browse,option
2798,Select an option from menu to view about it,select,menu
2799,Explore the info related to point,explore,info
2800,,,
2801,Explore the feature of the medical health app,explore,health
2802,Check the health condition,check,health
2803,Enter the personal information as input,enter,information
2804,Enter detail and save,enter,detail
2805,Add a new person detail,add,person
2806,Enter detail to sign up,enter,detail
2807,Enter detail to secure sign up,enter,detail
2808,Enter your personal detail for sign up,enter,detail
2809,Select song from the below listed option,,
2810,Browse through option such as song your recording dance and more,browse,recording
2811,Select the song from the list,select,song
2812,Connect to drive to on my way or meet up,,
2813,Drive and share your location with a friend or family to connect with them to connect,share,location
2814,Select an option to explore,select,option
2815,Choose photo or camera to upload your picture,choose,camera
2816,View pending upload status,,
2817,Upload photo from photo ( gallery ) or camera,,
2818,Manage your profile information,manage,profile
2819,View the setting option,view,setting
2820,Explore main menu,explore,menu
2821,Play the news on euro sport,play,euro
2822,View eurosport channel,,
2823,View eurosport channel,,
2824,Select contact us or browse or search through the option provided in the help section,contact,
2825,Read article on any of these topic,,
2826,Choose an option to get help,choose,help
2827,Login or create an account to acces travel service in europe,create,account
2828,Log in or create an account,create,account
2829,Create or login for your travel account,login,travel
2830,View football match live score or switch to video or comment,switch,comment
2831,View and share match information,,
2832,View soccer match information,view,soccer
2833,Select an option to explore under stadium section,select,stadium
2834,Explore the stadium menu,explore,stadium
2835,View homepage for stadium,,
2836,Select your perfect sewing clas,select,sewing
2837,Select online clas for sewing,,
2838,View online sewing clas,view,sewing
2839,Explore the feature of the drive cam recorder,explore,cam
2840,Choose as an option to record and manage setting,choose,option
2841,Select the option from the menu,select,menu
2842,Set your preference for setting,set,preference
2843,Manage setting for the application,,
2844,Manage the setting,manage,setting
2845,Explore the side bar menu option,explore,side
2846,Explore selected option from the menu,explore,menu
2847,View roster of sport,view,roster
2848,Choose option to check for psychiatric help on prognosi,choose,prognosi
2849,Select from option shown for prognosi,,
2850,Choose the option for prognosi on psychiatry,choose,psychiatry
2851,Browse option to find your match,,
2852,Select an option from adanel menu,select,adanel
2853,Select the option and proceed,select,option
2854,Enter your detail and click next to sign up for new member registration,enter,detail
2855,Enter detail for new member registration,enter,detail
2856,Register an account for a new member,register,member
2857,Input criterion to search in yellowbook,,
2858,Click next to view the yellowbook or click skip,,
2859,Click next to proceed with restaurant searching,,
2860,Enter the code to activate,enter,code
2861,Review and enter the code to activate,enter,code
2862,Enter the right code to activate,enter,code
2863,Review or change your ethnicity,change,ethnicity
2864,Select the ethnicity,select,ethnicity
2865,Select the ethnicity type from the list,select,ethnicity
2866,Manage your vehicle expense,manage,vehicle
2867,Select the vehicle option from the list,select,vehicle
2868,View sidebar menu for yeikcar,,
2869,Check the addres and explore the given option,check,addre
2870,View menu for my roadhouse,,
2871,Choose an option of menu for a restaurant,choose,restaurant
2872,Tap on any of the available button,,
2873,Select an option to explore,select,option
2874,Proceed and select the option,select,option
2875,Click to view all to explore entire product range to shop,view,
2876,Select the department to view product,select,department
2877,Explore top seller and category of fanatic,explore,seller
2878,Enter the detail and click register to complete the registration proces,enter,detail
2879,Enter detail to register,enter,detail
2880,Click on register button to complete registration,,
2881,Select alphabet to learn from gojuon ( fifty sound ) traditional japanese grid,,
2882,Select your desired sound from the list,,
2883,View the gojuon,view,gojuon
2884,Read and explore bbc live news,explore,news
2885,View live news on bbc news,view,bbc
2886,View live story bbc news,view,bbc
2887,Select an option to explore,select,option
2888,Select your preferred option,select,option
2889,Explore or view the option under navigation bar,view,navigation
2890,Select video to watch iptl match highlight or live or switch to match centre or news,,
2891,Watch video or switch to match center or news,watch,center
2892,Watch tenni video or news,watch,tenni
2893,Input text to learn chinese or switch to category or statistic,,
2894,Look up chinese word from dictionary,look,word
2895,Translate or listen to chinese text into english,listen,text
2896,Explore the available option,explore,option
2897,Select an option to explore,select,option
2898,Detail of the facebook app,,
2899,Click set your clock to set alarm,set,clock
2900,Proceed to the next page on onboarding screen to set your clock,proceed,onboarding
2901,Set a new countdown,set,countdown
2902,Check the best score on article(a or an or the ),check,score
2903,View about the article : a or an or the,view,article
2904,Select an exercise and learn article,select,exercise
2905,Enter email addres and password to login,enter,password
2906,Enter detail to login or sign up,enter,detail
2907,Enter email and password for login,enter,password
2908,Record todays workout completion on the calendar,today,completion
2909,View date today from calendar,,
2910,Manage your workout calender,manage,calender
2911,View the weather forecast for different location on the map and explore the menu option,explore,menu
2912,Select an option to explore or manage setting,select,option
2913,Select an option from the list,select,list
2914,Input quantity detail for toaster strudel and choose a unit type,,
2915,Input quantity detail for toaster strudel and choose a unit type,,
2916,Save the breakfast entry,save,breakfast
2917,Select platform to watch your favorite movie,,
2918,Select an option to watch the santa clause,select,santa
2919,Explore favorite list of santa clause movie,explore,santa
2920,Explore information related to online real estate marketplace,,
2921,Select an option from the list to read about it,select,list
2922,Read about the llc,read,llc
2923,Choose a song from the list to play,choose,song
2924,Explore song list,,
2925,Play song from the list of song,play,song
2926,Explore selected option to monitor or manage diabetes,explore,option
2927,Explore the side bar menu option,explore,side
2928,View sidebar menu for bg monitor,,
2929,Search for product and get 15 % off,search,product
2930,Search and explore product,explore,product
2931,Search for product or store,search,store
2932,Select vegetable or switch store,,
2933,View all vegetable from a store,view,vegetable
2934,Order your vegetable,order,vegetable
2935,Select country from the below listed option,,
2936,Choose the country,choose,country
2937,Select country from the given option,,
2938,Select an option from menu to set as sm or notification,select,sm
2939,Set a timer or alarm or notification or widget from the list,set,widget
2940,Explore side bar menu option,,
2941,Search flight on skyscanner,,
2942,Select an option to explore,select,option
2943,Search and download mp3 in my music on the gaana app,,
2944,Search and explore trending music ( mp3 ) to download,trend,mp3
2945,Search my music,search,music
2946,Check if the doctor is listed in the search list or click ca nt find your doctor ?,,
2947,Select a doctor from a list of doctor in searched area,select,doctor
2948,Search doctor by location,,
2949,Search info based on different criterion and click on the update button,,
2950,Update the search criterion,update,criterion
2951,Update the search criterion for female,update,female
2952,Explore the snack recipe,explore,snack
2953,Select category to view recipe,,
2954,Select option for ramadan snack recipe,,
2955,Create an account will unlock all of the great feature in the app,unlock,feature
2956,Select an option to proceed,select,option
