id,comment_problem,comment_verb,comment_obj
2952,more readable font,uniform font style to be use consistently,more readable font
2959,button or icon allow user to see current location,add,ranking text
2964,positioning use design software to ensure alignment,uniform font style to be use consistently,more appropriate visual cue
2966,more readable font,uniform font style to be use consistently,current button size
2968,ranking text,increase,separate background
2969,Games button,connect,Games button
2975,uniform font style to be use consistently,increase,separate background
2976,map,increase,color weight
1,purpose and function,align,purpose and function
2,current button size,increase,current button size
7,button or icon allow user to see current location,apply,styling effect such
11,item load but lack proper visual-blank image,change,item load but lack proper visual-blank image
13,ranking text,make,ranking text
25,purpose and function,arrange,purpose and function
34,positioning use design software to ensure alignment,be,ranking text
41,power,give,similar graphic treatment
43,uniform font style to be use consistently,change,text color contrast
61,separation line,make,separation line
65,positioning use design software to ensure alignment,thorough redesign,facebook app
67,ranking text,increase,ranking text
85,more readable font,uniform font style to be use consistently,large font size and more white space Bounding Box
91,user-friendly menu system,give,placeholder image or alternative visual content
94,ranking text,increase,ranking text
95,error and omission except,enlarge,error and omission except
97,purpose and function,align,text field
99,clear and functional checkbox,uniform font style to be use consistently,text color contrast
113,text color contrast,change,text color contrast
116,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
118,confusing layout and unclear navigation,uniform font style to be use consistently,confusing layout and unclear navigation
129,text color contrast,be,text color contrast
132,forgot passcode hyperlink,give,similar graphic treatment
133,Sign inbutton,make,Sign inbutton
135,placeholder image or alternative visual content,uniform font style to be use consistently,placeholder image or alternative visual content
157,information,improve,information
171,more readable font,uniform font style to be use consistently,current button size
185,facebook app,thorough redesign,user-friendly menu system
191,purpose and function,thorough redesign,dark color scheme Bounding Box
192,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
197,uniform font style to be use consistently,be,more familiar icon and term
203,highlighted section,connect,highlighted section
216,separate background,choose,separate background
221,more readable font,uniform font style to be use consistently,current button size
222,positioning use design software to ensure alignment,uniform font style to be use consistently,user-friendly menu system
230,ranking text,increase,ranking text
241,information,make,information
243,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
245,ranking text,increase,ranking text
251,sign,thorough redesign,setting page
252,ranking text,increase,current button size
259,purpose and function,separation,purpose and function
260,purpose and function,align,purpose and function
266,ranking text,make,ranking text
269,more readable font,uniform font style to be use consistently,current button size
276,purpose and function,separation,purpose and function
290,more readable font,uniform font style to be use consistently,more readable font
300,uniform font style to be use consistently,uniform font style to be use consistently,text color contrast
318,ranking text,increase,ranking text
353,ranking text,increase,ranking text
369,ranking text,increase,current button size
380,current button size,increase,current button size
386,more readable font,uniform font style to be use consistently,current button size
392,stand highlight,enlarge,current button size
395,text color contrast,make,text color contrast
396,positioning use design software to ensure alignment,make,positioning use design software to ensure alignment
416,uniform font style to be use consistently,thorough redesign,setting page
417,uniform font style to be use consistently,uniform font style to be use consistently,text color contrast
434,placeholder image or alternative visual content,uniform font style to be use consistently,placeholder image or alternative visual content
438,button or icon allow user to see current location,make,designer
439,more readable font,uniform font style to be use consistently,current button size
443,ranking text,uniform font style to be use consistently,current button size
450,same font size / type / color weight,reintegrate,same font size / type / color weight
452,appropriate icon clearly represent function,improve,appropriate icon clearly represent function
477,soothing Music Settings and Alarm Settings section,make,soothing Music Settings and Alarm Settings section
479,ok and cancel button,be,more readable font
482,positioning use design software to ensure alignment,change,positioning use design software to ensure alignment
494,text color contrast,uniform font style to be use consistently,text color contrast
512,same font size / type / color weight,adjust,text color contrast
515,stand highlight,enlarge,part
523,breakfast icon,uniform font style to be use consistently,unnecessarily large font
524,more readable font,uniform font style to be use consistently,current button size
525,text color contrast,choose,text color contrast
531,breakfast icon,uniform font style to be use consistently,text color contrast
533,more readable font,uniform font style to be use consistently,current button size
540,more readable font,increase,current button size
551,ranking text,increase,ranking text
555,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
559,purpose and function,separation,purpose and function
570,ranking text,increase,current button size
571,more readable font,uniform font style to be use consistently,current button size
578,purpose and function,align,purpose and function
590,ranking text,increase,ranking text
592,ranking text,increase,ranking text
593,more concise language,uniform font style to be use consistently,clear layout and intuitive navigation
608,ranking text,enlarge,ranking text
631,breakfast icon,increase,current button size
633,ranking text,increase,ranking text
641,ranking text,increase,current button size
647,imagery,replace,imagery
652,purpose and function,separation,purpose and function
665,purpose and function,thorough redesign,dark color scheme Bounding Box
668,ranking text,uniform font style to be use consistently,current button size
669,essential content,uniform font style to be use consistently,"more common language , such"
671,KJV Bible,uniform font style to be use consistently,text color contrast
674,facebook app,uniform font style to be use consistently,more metaphor
675,purpose and function,make,designer
677,ranking text,increase,current button size
678,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
680,ranking text,increase,current button size
685,purpose and function,separation,purpose and function
687,purpose and function,align,purpose and function
695,positioning use design software to ensure alignment,uniform font style to be use consistently,purpose and function
696,ranking text,make,ranking text
698,ranking text,uniform font style to be use consistently,ranking text
704,more readable font,uniform font style to be use consistently,current button size
705,more readable font,uniform font style to be use consistently,current button size
708,purpose and function,align,purpose and function
725,Sign inbutton,make,designer
727,button or icon allow user to see current location,make,designer
731,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
733,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
734,back and exit button,relabele,button or icon allow user to see current location
749,confusing layout and unclear navigation,declutter,confusing layout and unclear navigation
771,positioning use design software to ensure alignment,uniform font style to be use consistently,text color contrast
774,ranking text,increase,current button size
788,text color contrast,uniform font style to be use consistently,current button size
789,positioning use design software to ensure alignment,make,designer
792,ui,uniform font style to be use consistently,space element
794,more readable font,adjust,current button size
823,information,uniform font style to be use consistently,"more common language , such"
828,text color contrast,uniform font style to be use consistently,text color contrast
829,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
848,standard drop,reintegrate,text 's small size and low color contrast
852,consistent margin,change,consistent margin
853,section border,change,section border
870,text color contrast,uniform font style to be use consistently,text color contrast
879,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
889,check box size,enlarge,button or icon allow user to see current location
894,ranking text,increase,ranking text
895,ranking text,increase,ranking text
896,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
900,more readable font,uniform font style to be use consistently,current button size
906,ranking text,increase,ranking text
910,"more common language , such",uniform font style to be use consistently,"more common language , such"
923,purpose and function,align,purpose and function
933,purpose and function,uniform font style to be use consistently,"more common language , such"
945,positioning use design software to ensure alignment,prioritize,placeholder image or alternative visual content
954,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
958,positioning use design software to ensure alignment,improve,positioning use design software to ensure alignment
966,ranking text,make,ranking text
992,positioning use design software to ensure alignment,uniform font style to be use consistently,purpose and function
1007,ranking text,increase,ranking text
1027,ranking text,increase,ranking text
1039,ranking text,increase,ranking text
1045,more readable font,uniform font style to be use consistently,unnecessarily large font
1055,status indicator,make,designer
1061,text color contrast,text color contrast,text color contrast
1063,text color contrast,uniform font style to be use consistently,text color contrast
1066,ranking text,enlarge,ranking text
1090,breakfast icon,uniform font style to be use consistently,two label
1091,text color contrast,increase,text color contrast
1099,button or icon allow user to see current location,move,button or icon allow user to see current location
1102,Deny and Allow button,align,Deny and Allow button
1106,ranking text,uniform font style to be use consistently,current button size
1111,ranking text,increase,current button size
1112,purpose and function,arrange,purpose and function
1114,facebook app,make,designer
1122,purpose and function,align,purpose and function
1129,ranking text,increase,ranking text
1145,absence,remove,purpose and function
1152,ranking text,align,ranking text
1154,placeholder image or alternative visual content,improve,placeholder image or alternative visual content
1157,more readable font,uniform font style to be use consistently,current button size
1160,purpose and function,give,similar graphic treatment
1168,more readable font,uniform font style to be use consistently,current button size
1173,current button size,uniform font style to be use consistently,current button size
1176,positioning use design software to ensure alignment,uniform font style to be use consistently,text color contrast
1179,ranking text,make,ranking text
1195,more readable font,increase,current button size
1214,purpose and function,thorough redesign,ui
1217,ranking text,make,ranking text
1228,ranking text,enlarge,ranking text
1241,ranking text,increase,ranking text
1262,positioning use design software to ensure alignment,identify,miss checkbox icon
1265,positioning use design software to ensure alignment,uniform font style to be use consistently,placeholder image or alternative visual content
1269,uniform font style to be use consistently,change,separate background
1272,information,make,information
1273,current button size,increase,current button size
1281,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
1282,systematic arrangement,seem,breakfast icon
1297,item load but lack proper visual-blank image,change,entire way
1301,ranking text,increase,current button size
1302,placeholder image or alternative visual content,align,placeholder image or alternative visual content
1305,positioning use design software to ensure alignment,change,positioning use design software to ensure alignment
1307,positioning use design software to ensure alignment,reintegrate,breakfast icon
1313,more readable font,increase,current button size
1343,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
1347,ranking text,uniform font style to be use consistently,current button size
1354,Free Bible button,make,text and title
1357,ranking text,increase,current button size
1361,ranking text,increase,ranking text
1363,positioning use design software to ensure alignment,reintegrate,breakfast icon
1366,placeholder image or alternative visual content,improve,placeholder image or alternative visual content
1378,ui,add,"more common language , such"
1386,button or icon allow user to see current location,make,designer
1392,text color contrast,uniform font style to be use consistently,text color contrast
1393,share button darker,emphasize,share button darker
1408,confusing layout and unclear navigation,declutter,confusing layout and unclear navigation
1411,ranking text,increase,ranking text
1412,button or icon allow user to see current location,make,button or icon allow user to see current location
1414,disabled option,keep,disabled option
1417,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
1444,related content item,increase,separate background
1450,ranking text,make,ranking text
1470,ranking text,make,ranking text
1477,ranking text,increase,more readable font
1482,purpose and function,move,purpose and function
1500,placeholder image or alternative visual content,uniform font style to be use consistently,placeholder image or alternative visual content
1515,purpose and function,arrange,purpose and function
1521,positioning use design software to ensure alignment,uniform font style to be use consistently,ranking text
1541,Add note or detail,show,text field
1542,primary purpose,add,two label
1545,current lack,add,vibrant and eye-catch color
1561,ranking text,increase,ranking text
1572,more readable font,increase,more readable font
1573,more readable font,be,same
1582,essential content,make,essential content
1594,ranking text,increase,ranking text
1599,ranking text,increase,ranking text
1600,purpose and function,prominently position back button,purpose and function
1605,ranking text,increase,ranking text
1606,purpose and function,align,purpose and function
1622,setting page,clarify,primary purpose
1626,ranking text,change,ranking text
1630,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
1636,text color contrast,uniform font style to be use consistently,current button size
1641,ranking text,increase,ranking text
1642,essential content,offer,uneven padding
1650,purpose and function,align,purpose and function
1670,button or icon allow user to see current location,make,button or icon allow user to see current location
1674,button or icon allow user to see current location,align,button or icon allow user to see current location
1682,positioning use design software to ensure alignment,add,appropriate icon clearly represent function
1686,ranking text,increase,ranking text
1687,positioning use design software to ensure alignment,organize,positioning use design software to ensure alignment
1689,purpose and function,separation,purpose and function
1704,ranking text,increase,ranking text
1710,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
1720,screen,improve,positioning use design software to ensure alignment
1722,purpose and function,align,purpose and function
1725,Wi-fi auto-connection set screen,remove,ranking text
1735,text color contrast,uniform font style to be use consistently,text color contrast
1752,text color contrast,uniform font style to be use consistently,text color contrast
1764,highlighted section,uniform font style to be use consistently,text color contrast
1770,ranking text,increase,current button size
1776,more readable font,uniform font style to be use consistently,current button size
1782,purpose and function,align,purpose and function
1783,current button size,increase,current button size
1797,affordance,two label,breakfast icon
1806,facebook app,make,designer
1809,text color contrast,uniform font style to be use consistently,text color contrast
1821,positioning use design software to ensure alignment,reintegrate,clear and functional checkbox
1836,ranking text,increase,current button size
1839,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
1842,ranking text,increase,ranking text
1846,more readable font,increase,current button size
1849,ranking text,increase,ranking text
1851,facebook app,thorough redesign,user-friendly menu system
1869,ranking text,increase,current button size
1870,Add Location button,align,Add Location button
1873,ranking text,be,text color contrast
1875,placeholder image or alternative visual content,uniform font style to be use consistently,placeholder image or alternative visual content
1891,positioning use design software to ensure alignment,thorough redesign,ui
1893,ranking text,increase,ranking text
1894,ranking text,increase,ranking text
1896,clear and functional checkbox,add,scroll bar or way for user to navigate
1921,absence,thorough redesign,positioning use design software to ensure alignment
1927,positioning use design software to ensure alignment,reintegrate,appropriate icon clearly represent function
1928,checkboxe,uniform font style to be use consistently,image/ doodle be clearly visible
1929,breakfast icon,change,breakfast icon
1933,positioning use design software to ensure alignment,uniform font style to be use consistently,placeholder image or alternative visual content
1945,facebook app,reintroduce,separate background
1961,status indicator,make,status indicator
1965,positioning use design software to ensure alignment,make,positioning use design software to ensure alignment
1971,breakfast icon,uniform font style to be use consistently,breakfast icon
1981,more readable font,uniform font style to be use consistently,current button size
1982,button or icon allow user to see current location,make,designer
1994,more readable font,uniform font style to be use consistently,current button size
2000,button or icon allow user to see current location,move,button or icon allow user to see current location
2006,text color contrast,uniform font style to be use consistently,text color contrast
2032,ranking text,increase,separate background
2044,ranking text,increase,ranking text
2046,button or icon allow user to see current location,increase,button or icon allow user to see current location
2053,positioning use design software to ensure alignment,thorough redesign,setting page
2054,purpose and function,add,section border
2059,background theme and graphic,change,background theme and graphic
2068,absence,reintegrate,breakfast icon
2071,more readable font,increase,current button size
2090,button or icon allow user to see current location,two label,button or icon allow user to see current location
2092,more readable font,uniform font style to be use consistently,current button size
2122,ranking text,make,ranking text
2134,text color contrast,uniform font style to be use consistently,text color contrast
2138,current button size,increase,current button size
2169,text color contrast,uniform font style to be use consistently,text color contrast
2183,placeholder image or alternative visual content,align,placeholder image or alternative visual content
2204,ui,uniform font style to be use consistently,positioning use design software to ensure alignment
2210,more readable font,uniform font style to be use consistently,current button size
2213,ranking text,increase,ranking text
2220,button or icon allow user to see current location,move,button or icon allow user to see current location
2237,equalizer,thorough redesign,equalizer
2242,ranking text,button place,ranking text
2244,button or icon allow user to see current location,change,button or icon allow user to see current location
2245,button or icon allow user to see current location,change,button or icon allow user to see current location
2247,separate background,choose,text color contrast
2249,setting bar,add,setting bar
2258,button or icon allow user to see current location,make,designer
2267,ranking text,enlarge,current button size
2275,ranking text,increase,ranking text
2277,choose,make,choose
2291,text color contrast,uniform font style to be use consistently,text color contrast
2293,breakfast icon,uniform font style to be use consistently,unnecessarily large font
2294,positioning use design software to ensure alignment,uniform font style to be use consistently,purpose and function
2302,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
2311,ranking text,uniform font style to be use consistently,current button size
2324,disagree button,emphasize,disagree button
2329,ranking text,increase,ranking text
2332,positioning use design software to ensure alignment,improve,positioning use design software to ensure alignment
2335,Confirm Country and Language pop,thorough redesign,pop
2348,ranking text,enlarge,ranking text
2356,Change Log text,make,Change Log text
2359,ranking text,increase,ranking text
2365,ui,be,more readable font
2380,ranking text,increase,current button size
2390,ranking text,enlarge,ranking text
2392,ranking text,uniform font style to be use consistently,current button size
2393,purpose and function,align,purpose and function
2395,uniform font style to be use consistently,change,text color contrast
2404,ranking text,increase,ranking text
2405,purpose and function,align,purpose and function
2407,purpose and function,separation,purpose and function
2415,ranking text,increase,current button size
2419,more concise language,know,clear and functional checkbox
2420,positioning use design software to ensure alignment,reintegrate,menu option layout
2423,ranking text,increase,ranking text
2424,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
2426,more readable font,uniform font style to be use consistently,more readable font
2432,purpose and function,align,purpose and function
2440,current button size,be,same
2441,two label,uniform font style to be use consistently,two label
2453,text color contrast,declutter,text color contrast
2462,current lack,leave alignment,space element
2465,ranking text,increase,ranking text
2468,button or icon allow user to see current location,make,designer
2477,separate background,choose,text color contrast
2481,facebook app,add,text color contrast
2484,purpose and function,increase,uneven padding
2486,more readable font,uniform font style to be use consistently,more readable font
2498,ranking text,increase,ranking text
2500,Update Questions button,move,Update Questions button
2507,checkbox contrast,enlarge,checkbox contrast
2516,ranking text,be,ranking text
2517,appropriate icon clearly represent function,include,text field
2519,ranking text,increase,current button size
2531,more readable font,uniform font style to be use consistently,current button size
2537,confusing layout and unclear navigation,declutter,confusing layout and unclear navigation
2543,separate background,uniform font style to be use consistently,text color contrast
2549,clear and functional checkbox,add,clear layout and intuitive navigation
2560,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
2564,button or icon allow user to see current location,uniform font style to be use consistently,text 's small size and low color contrast
2568,facebook app,thorough redesign,user-friendly menu system
2574,tv Providers button,change,tv Providers button
2577,ranking text,increase,ranking text
2579,ranking text,increase,current button size
2595,confusing layout and unclear navigation,add,setting bar
2613,star icon,move,star icon
2615,item load but lack proper visual-blank image,center,item load but lack proper visual-blank image
2616,ranking text,make,ranking text
2643,confusing layout and unclear navigation,prioritize,purpose and function
2646,ranking text,make,ranking text
2659,ranking text,increase,ranking text
2662,ranking text,increase,separate background
2663,map,make,setting bar
2664,map,make,setting bar
2678,more readable font,increase,current button size
2684,button or icon allow user to see current location,button place,button or icon allow user to see current location
2688,ranking text,increase,ranking text
2696,placeholder image or alternative visual content,align,placeholder image or alternative visual content
2714,ranking text,be,ranking text
2723,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
2729,purpose and function,thorough redesign,dark color scheme Bounding Box
2736,more readable font,uniform font style to be use consistently,current button size
2747,separation line,uniform font style to be use consistently,separation line
2756,positioning use design software to ensure alignment,uniform font style to be use consistently,purpose and function
2762,purpose and function,make,purpose and function
2775,purpose and function,uniform font style to be use consistently,element label Unknown
2785,text color contrast,change,text color contrast
2792,facebook app,reintegrate,text color contrast
2800,lot,reintegrate,purpose and function
2801,space element,uniform font style to be use consistently,placeholder image or alternative visual content
2806,text 's small size and low color contrast,improve,separate background
2813,purpose and function,reintegrate,same font size / type / color weight
2815,purpose and function,prominently position back button,purpose and function
2821,facebook app,declutter,facebook app
2833,breakfast icon,increase,setting bar
2845,black circle,uniform font style to be use consistently,blue icon
2848,ranking text,increase,ranking text
2853,text color contrast,uniform font style to be use consistently,text 's small size and low color contrast
2854,current login form,make,two label
2857,positioning use design software to ensure alignment,be,positioning use design software to ensure alignment
2864,more readable font,increase,current button size
2866,positioning use design software to ensure alignment,make,designer
2887,facebook app,uniform font style to be use consistently,placeholder image or alternative visual content
2890,red color bar,change,text color contrast
2893,ranking text,increase,current button size
2908,text color contrast,uniform font style to be use consistently,text color contrast
2911,positioning use design software to ensure alignment,uniform font style to be use consistently,purpose and function
2915,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
2925,advertisement,try,de
2929,ranking text,make,ranking text
2932,separate background,choose,text color contrast
2935,clear and functional checkbox,make,user-friendly menu system
2936,user-friendly menu system,make,user-friendly menu system
2943,highlighted section,give,similar graphic treatment
2950,more readable font,increase,more readable font
2952,menu option layout,make,designer
2955,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
2959,current button size,increase,current button size
2964,button or icon allow user to see current location,move,button or icon allow user to see current location
2965,text color contrast,uniform font style to be use consistently,text color contrast
2966,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
2968,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
2975,uniform font style to be use consistently,increase,current button size
2976,ranking text,increase,current button size
2,ranking text,increase,current button size
52,current button size,increase,current button size
67,purpose and function,align,purpose and function
95,ranking text,increase,ranking text
97,facebook app,uniform font style to be use consistently,placeholder image or alternative visual content
99,facebook app,uniform font style to be use consistently,placeholder image or alternative visual content
115,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
116,positioning use design software to ensure alignment,increase,space element
135,placeholder image or alternative visual content,uniform font style to be use consistently,placeholder image or alternative visual content
157,information,organize,information
162,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
174,ranking text,increase,ranking text
185,unnecessarily large font,replace,black circle
216,uniform font style to be use consistently,uniform font style to be use consistently,text color contrast
225,text color contrast,uniform font style to be use consistently,"more common language , such"
230,confusing layout and unclear navigation,declutter,confusing layout and unclear navigation
260,purpose and function,give,similar graphic treatment
266,essential content,make,essential content
267,ranking text,make,ranking text
284,text color contrast,uniform font style to be use consistently,text color contrast
300,facebook app,add,placeholder image or alternative visual content
306,Update Questions button,make,Update Questions button
322,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
359,more readable font,uniform font style to be use consistently,current button size
369,ranking text,increase,ranking text
380,separate background,change,text color contrast
392,ranking text,increase,ranking text
416,purpose and function,thorough redesign,ui
439,button or icon allow user to see current location,make,designer
440,purpose and function,thorough redesign,ui
470,ranking text,add,information
494,more concise language,change,more concise language
514,purpose and function,align,purpose and function
515,text field,change,two label
523,positioning use design software to ensure alignment,uniform font style to be use consistently,purpose and function
524,button or icon allow user to see current location,make,designer
525,more readable font,uniform font style to be use consistently,current button size
533,button or icon allow user to see current location,make,designer
540,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
551,button or icon allow user to see current location,align,button or icon allow user to see current location
558,ranking text,increase,ranking text
559,ranking text,increase,ranking text
570,more readable font,uniform font style to be use consistently,current button size
608,more readable font,uniform font style to be use consistently,current button size
620,button or icon allow user to see current location,make,button or icon allow user to see current location
626,text 's small size and low color contrast,change,spelling babsy
647,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
650,purpose and function,thorough redesign,dark color scheme Bounding Box
651,purpose and function,separation,purpose and function
656,ranking text,increase,current button size
668,prominently position back button,uniform font style to be use consistently,placeholder image or alternative visual content
671,more readable font,uniform font style to be use consistently,current button size
674,facebook app,give,more control
677,Select Destination City text,make,Select Destination City text
695,ranking text,make,positioning use design software to ensure alignment
701,separation line,increase,dark color scheme Bounding Box
705,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
734,ranking text,make,ranking text
743,ranking text,increase,ranking text
758,ranking text,increase,ranking text
774,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
788,breakfast icon,uniform font style to be use consistently,consistent style
794,more readable font,increase,more readable font
807,facebook app,reintroduce,text color contrast
823,systematic arrangement,uniform font style to be use consistently,systematic arrangement
825,positioning use design software to ensure alignment,add,placeholder image or alternative visual content
828,more readable font,uniform font style to be use consistently,current button size
852,uneven padding,change,uneven padding
853,color weight,change,color weight
873,ranking text,increase,current button size
889,ranking text,increase,ranking text
894,purpose and function,align,purpose and function
921,current button size,increase,current button size
924,text color contrast,uniform font style to be use consistently,text color contrast
927,more readable font,uniform font style to be use consistently,current button size
933,clear and functional checkbox,add,scroll bar or way for user to navigate
945,ranking text,increase,current button size
969,ranking text,increase,current button size
992,breakfast icon,uniform font style to be use consistently,unnecessarily large font
1027,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
1039,positioning use design software to ensure alignment,make,positioning use design software to ensure alignment
1063,more readable font,uniform font style to be use consistently,current button size
1066,facebook app,thorough redesign,facebook app
1099,facebook app,display,subscription message
1102,information,emphasize,information
1106,button or icon allow user to see current location,uniform font style to be use consistently,unnecessarily large font
1129,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
1142,more readable font,uniform font style to be use consistently,unnecessarily large font
1145,ranking text,increase,ranking text
1152,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
1168,button or icon allow user to see current location,make,designer
1223,purpose and function,separation,purpose and function
1228,positioning use design software to ensure alignment,make,positioning use design software to ensure alignment
1235,more readable font,uniform font style to be use consistently,current button size
1241,ranking text,make,information
1262,ranking text,increase,ranking text
1273,information,make,information
1297,Plus icon,omit,breakfast icon
1301,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
1307,text and title,reintegrate,clear and prominent title
1334,ranking text,be,same font size / type / color weight
1357,Plus icon,enlarge,breakfast icon
1383,brown button,uniform font style to be use consistently,text color contrast
1386,breakfast icon,uniform font style to be use consistently,unnecessarily large font
1392,text color contrast,uniform font style to be use consistently,"more common language , such"
1401,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
1411,purpose and function,align,purpose and function
1412,positioning use design software to ensure alignment,organize,positioning use design software to ensure alignment
1414,placeholder image or alternative visual content,uniform font style to be use consistently,placeholder image or alternative visual content
1420,uniform font style to be use consistently,change,text color contrast
1428,information,organize,information
1444,current lack,prioritize,user-friendly menu system
1495,ranking text,add,placeholder image or alternative visual content
1515,purpose and function,thorough redesign,ui
1522,photo and name,remove,add
1536,more readable font,increase,current button size
1554,more readable font,uniform font style to be use consistently,current button size
1573,related content item,be,button or icon allow user to see current location
1587,more readable font,increase,current button size
1599,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
1605,positioning use design software to ensure alignment,change,positioning use design software to ensure alignment
1641,confusing layout and unclear navigation,make,confusing layout and unclear navigation
1642,ranking text,increase,ranking text
1686,button or icon allow user to see current location,make,button or icon allow user to see current location
1692,same font size / type / color weight,be,same
1704,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
1731,more readable font,increase,current button size
1735,more readable font,uniform font style to be use consistently,current button size
1752,more readable font,uniform font style to be use consistently,current button size
1758,absence,reintegrate,appropriate icon clearly represent function
1770,ranking text,increase,current button size
1783,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1785,proper hierarchy,uniform font style to be use consistently,current button size
1809,ranking text,uniform font style to be use consistently,current button size
1821,more readable font,change,more readable font
1836,ranking text,uniform font style to be use consistently,same font size / type / color weight
1842,purpose and function,align,purpose and function
1846,positioning use design software to ensure alignment,be,positioning use design software to ensure alignment
1851,ui,uniform font style to be use consistently,text color contrast
1869,purpose and function,separation,purpose and function
1870,Add Location button,make,Add Location button
1873,breakfast icon,be,text color contrast
1890,ranking text,increase,current button size
1893,open button,align,open button
1896,more readable font,increase,current button size
1921,ranking text,make,ranking text
1927,more readable font,uniform font style to be use consistently,current button size
1929,bloat,change,bloat
1935,uniform font style to be use consistently,keep,text color contrast
1945,ranking text,make,ranking text
1962,more readable font,uniform font style to be use consistently,unnecessarily large font
1968,ranking text,make,ranking text
1970,ranking text,make,ranking text
1981,button or icon allow user to see current location,make,designer
1994,appropriate icon clearly represent function,uniform font style to be use consistently,unnecessarily large font
2000,ranking text,increase,current button size
2006,ranking text,uniform font style to be use consistently,more readable font
2032,Shopping List screen,uniform font style to be use consistently,text color contrast
2035,ranking text,increase,ranking text
2044,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
2053,separate background,change,text color contrast
2059,purpose and function,thorough redesign,dark color scheme Bounding Box
2068,ranking text,increase,current button size
2071,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
2090,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
2092,information,organize,information
2120,ranking text,increase,ranking text
2134,facebook app,make,designer
2146,facebook app,uniform font style to be use consistently,clear layout and intuitive navigation
2167,same font size / type / color weight,uniform font style to be use consistently,same font size / type / color weight
2213,purpose and function,align,purpose and function
2234,ranking text,improve,separate background
2247,plus and minus button,enlarge,button or icon allow user to see current location
2249,ranking text,increase,ranking text
2269,facebook app,change,text color contrast
2291,more readable font,uniform font style to be use consistently,current button size
2294,facebook app,declutter,facebook app
2311,more concise language,be,phrase Choose starting point
2329,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
2348,text color contrast,tone,text color contrast
2359,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
2368,ranking text,increase,ranking text
2374,prominently position back button,revise,positioning use design software to ensure alignment
2375,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
2398,facebook app,uniform font style to be use consistently,space element
2404,positioning use design software to ensure alignment,change,positioning use design software to ensure alignment
2420,ranking text,tone,uniform font style to be use consistently
2423,same font size / type / color weight,uniform font style to be use consistently,current button size
2440,text color contrast,be,same
2444,more readable font,uniform font style to be use consistently,consistent style
2462,text color contrast,uniform font style to be use consistently,text color contrast
2477,ranking text,increase,ranking text
2481,Use Current Location,make,Use Current Location
2484,current lack,add,vibrant and eye-catch color
2498,Update Questions button,be,Update Questions button
2517,placeholder image or alternative visual content,uniform font style to be use consistently,proper hierarchy
2519,prominently position back button,give,prominently position back button
2543,purpose and function,align,purpose and function
2558,purpose and function,add,section border
